source_id,angular_distance,number_of_neighbours,gaia_astrometric_params,table2_oid,ra,dec,ep,vmag,sptype,dist,pmra,pmde,simbadname,original_ext_source_id
5931674608438449792,0.0016516290134113028,1,5,1114,244.81624999999997,-55.50472222222222,2000,9.25,"K5III  ",27.6,0.0,0.02,HIP79958,79958.0
6472858766996632704,0.005882388560425938,1,5,1381,301.89624999999995,-55.01583333333333,2000,6.26,"F8V    ",23.2,0.02,0.04,HIP99137,99137.0
5317114850417299584,0.007599076401605684,1,5,610,133.79916666666662,-54.96555555555556,2000,5.7,"F6V    ",24.1,0.02,-0.09,HIP43797,43797.0
6449124395465377920,0.0017409676324407549,1,5,1366,299.63749999999993,-54.93666666666666,2000,8.54,"K3V    ",22.7,0.11,-0.12,HIP98316,98316.0
6508401923473282432,0.0040325500154467534,1,5,1535,335.5675,-54.56055555555555,2000,8.98,"K7V    ",13.3,-0.19,0.23,HIP110443,110443.0
5921246427739258112,0.01265699401496126,1,5,1218,264.5229166666666,-54.500277777777775,2000,5.25,"A7V    ",42.1,-0.05,-0.15,HIP86305,86305.0
6643602576214115584,0.0070370397473901065,1,5,1332,290.7133333333333,-54.42388888888889,2000,5.03,"A0Vn   ",47.6,0.03,-0.08,HIP95261,95261.0
6651058467639413248,0.002649898005408105,1,5,1270,278.27125,-54.26305555555555,2000,8.5,K4Vp...,18.8,-0.12,-0.14,HIP90945,90945.0
4912580642524184960,0.0027355100531391697,1,5,118,25.62208333333333,-53.740833333333335,2000,5.52,"F8V    ",17.3,0.17,-0.11,HIP7978,7978.0
6463748969563201152,0.028188802753449312,1,5,1465,319.9666666666666,-53.44916666666666,2000,4.39,"A5V    ",29.7,0.11,-0.07,HIP105319,105319.0
4741883764414703232,0.0052102202369269076,1,5,199,42.540416666666665,-53.138888888888886,2000,10.7,"M      ",13.0,-0.12,0.5,HIP13218,13218.0
6471497502884511232,0.0018778414410896389,1,5,1420,310.5783333333333,-52.69916666666666,2000,8.83,"K7V    ",12.1,0.08,-1.07,HIP102186,102186.0
4792058603158427648,0.007079412801037819,1,5,429,88.70875,-52.63527777777778,2000,5.29,F0Ve...,34.9,-0.02,0.24,HIP27947,27947.0
5924187617032756736,0.0010782873431150939,1,5,1177,257.74625000000003,-52.515277777777776,2000,10.0,"---    ",12.5,-0.25,0.16,HIP84051,84051.0
5492574125690123264,0.007167309908282598,1,5,532,113.86166666666665,-52.442499999999995,2000,8.78,"K3IV-V ",25.2,-0.11,0.26,HIP36927,36927.0
6080301367488384896,0.002923064877250413,1,5,886,196.23958333333331,-52.44277777777778,2000,9.05,"K8V    ",15.7,-0.79,-0.8,HIP63833,63833.0
4925088171405735680,0.00248196082272306,1,5,41,8.615833333333331,-52.37305555555555,2000,5.57,"F3IV-V ",25.6,0.23,0.04,HIP2711,2711.0
5888394463418285312,0.03197439098797961,1,5,1028,228.07124999999996,-52.09916666666667,2000,3.41,"G8III  ",35.6,-0.11,-0.07,HIP74395,74395.0
5320952798822552064,0.0010128505357157932,1,5,570,123.85499999999998,-52.06027777777778,2000,6.63,"G1V    ",27.0,-0.01,-0.06,HIP40438,40438.0
6471630024096107008,0.009732997699678482,1,5,1425,311.00958333333335,-51.920833333333334,2000,4.51,"A6:var ",24.1,0.16,-0.05,HIP102333,102333.0
5945941905576552064,0.010134732759921765,1,5,1230,266.03624999999994,-51.83388888888889,2000,5.12,"G5V    ",15.2,-0.02,-0.19,HIP86796,86796.0
5357886734438478848,0.0032271334483608364,1,5,712,157.09791666666666,-51.705000000000005,2000,8.9,"K4V    ",24.2,0.03,-0.03,HIP51271,51271.0
4781833626056162688,0.03998780519489382,1,5,300,64.00666666666666,-51.48638888888889,2000,4.26,"F4III  ",20.3,0.1,0.18,HIP19893,19893.0
5493588665684618752,0.004258269742985352,1,5,517,111.85624999999999,-51.402499999999996,2000,6.72,"G5IV-V ",22.5,-0.29,0.0,HIP36210,36210.0
6513525544580908288,0.06471504563427054,1,5,1563,342.13875,-51.31666666666667,2000,3.49,"A3V    ",39.7,0.11,-0.07,HIP112623,112623.0
6477114289313395328,0.003922369478790542,1,5,1445,315.0895833333333,-51.265277777777776,2000,5.76,"F5IV-V ",28.5,-0.09,0.13,HIP103673,103673.0
5358497306994484608,0.005322139057230332,1,5,692,153.345,-51.23277777777778,2000,5.27,"A7V    ",49.8,-0.04,-0.01,HIP50070,50070.0
4792774797545105664,0.0678036090596137,1,5,416,86.82124999999998,-51.06638888888889,2000,3.85,"A3V    ",19.2,0.0,0.08,HIP27321,27321.0
6465749496610128512,0.0022224745231338005,1,5,1484,324.1716666666666,-50.84527777777778,2000,7.14,"K2V    ",14.7,0.42,-0.2,HIP106696,106696.0
4745373133284418816,8.844580659457714E-4,1,5,186,40.639583333333334,-50.80027777777777,2000,5.4,"G3IV   ",17.2,0.33,0.22,HIP12653,12653.0
4794180076484107520,0.004075996369806185,1,5,425,88.545,-50.362500000000004,2000,6.53,"K1V    ",34.8,0.09,0.55,HIP27896,27896.0
5935306123455333376,0.036018842374358775,1,5,1115,244.95999999999995,-50.155277777777776,2000,4.01,"G8III  ",39.0,-0.16,-0.05,HIP80000,80000.0
4737533237421005952,0.004463792421425716,1,5,241,50.821666666666665,-49.99166666666667,2000,8.58,"K3V    ",19.7,0.25,0.27,HIP15774,15774.0
5361403934681413248,0.06295751471396599,1,5,737,161.6925,-49.419999999999995,2000,2.69,G5III S,35.4,0.06,-0.05,HIP52727,52727.0
5946685759563224960,0.010839124171441368,1,5,1222,265.0991666666667,-49.41555555555556,2000,4.76,"F3IV   ",21.8,0.1,-0.18,HIP86486,86486.0
5409223580863028224,0.03361214675910417,1,5,658,144.20624999999998,-49.355000000000004,2000,4.34,"A5V    ",32.9,-0.13,0.04,HIP47175,47175.0
4785713458992582272,0.013730487271096319,1,5,362,75.70291666666665,-49.15138888888889,2000,5.37,"F2V    ",26.1,-0.04,0.03,HIP23482,23482.0
6704767209777054592,0.02526997581471637,1,5,1266,277.2079166666666,-49.07055555555556,2000,4.1,G8/K0II,39.0,0.14,-0.23,HIP90568,90568.0
6512176375093055744,0.0045965641570620405,1,5,1530,334.41416666666663,-48.650277777777774,2000,8.4,"K3V    ",25.3,0.2,-0.11,HIP110066,110066.0
6523442177391053312,0.007730091812488656,1,5,1617,354.07625,-48.588055555555556,2000,10.0,"M0     ",23.7,-0.13,-0.03,HIP116491,116491.0
6127688772460243968,0.02126254787235467,1,5,853,189.42583333333332,-48.54111111111111,2000,3.85,"A2V    ",40.3,-0.19,-0.01,HIP61622,61622.0
4794632903476180096,0.005488775671735663,1,5,417,86.82583333333332,-48.525,2000,9.74,"M0V    ",20.7,0.03,-0.32,HIP27323,27323.0
4833654227548585856,0.004855366528917983,1,5,250,53.75375,-48.41888888888889,2000,8.57,"K7V    ",13.3,0.4,0.31,HIP16711,16711.0
5941689784906655616,0.0030122256197782126,1,5,1118,245.07499999999993,-48.22555555555556,2000,8.91,"K3V    ",25.7,-0.4,-0.79,HIP80043,80043.0
4795598309045006208,0.006636528134851236,1,5,400,84.23708333333332,-47.964444444444446,2000,7.95,"K0V    ",23.8,0.03,0.0,HIP26373,26373.0
6668980648908319616,0.008437138820730652,1,5,1400,304.8241666666666,-47.580000000000005,2000,6.13,"F5V    ",29.4,0.19,-0.18,HIP100184,100184.0
4975284381907834880,0.007295949721588471,1,5,54,11.44,-47.551944444444445,2000,5.8,"G5IV   ",14.9,0.18,0.08,HIP3583,3583.0
6564091190988411520,0.003576521463726234,1,5,1495,327.06583333333333,-47.30333333333333,2000,5.57,"G2V    ",15.6,0.17,-0.29,HIP107649,107649.0
6674382927491854848,0.05258969285035699,1,5,1414,309.39166666666665,-47.29138888888889,2000,3.11,"K0III  ",31.0,0.05,0.07,HIP101772,101772.0
6519024545827374336,0.002190969424266079,1,5,1558,340.65374999999995,-47.21055555555556,2000,5.99,"G0     ",23.5,0.01,-0.33,HIP112117,112117.0
6661911579416783616,0.018696239057613605,1,5,1323,287.71791666666667,-47.15861111111111,2000,9.36,"K7V    ",20.0,-0.05,-0.63,HIP94225,94225.0
6561146458331160320,0.0010132098031800073,1,5,1505,328.6887499999999,-46.9925,2000,11.9,"M3     ",15.1,-0.31,-0.37,HIP108159,108159.0
5509770796785820416,0.005742659333228492,1,5,503,108.13999999999999,-46.759166666666665,2000,4.49,"F0IV   ",21.1,-0.14,0.11,HIP34834,34834.0
5557816190743628416,0.012633323051341686,1,5,472,102.47749999999998,-46.614444444444445,2000,5.14,"F5III  ",25.2,0.0,0.37,HIP32765,32765.0
6669657123437047424,0.00397119395447057,1,5,1401,304.90374999999995,-46.42805555555555,2000,8.73,"K5V    ",17.9,-0.38,-0.1,HIP100223,100223.0
5408648849826522112,0.002217052268632195,1,5,676,149.64291666666665,-46.425,2000,11.2,"M5     ",15.9,0.48,-0.48,HIP48904,48904.0
5906724284318405760,0.004892579954653981,1,5,1021,225.765,-46.29361111111111,2000,9.87,"K5V    ",24.8,-0.3,-0.01,HIP73631,73631.0
6143175840404555008,0.005014354365342711,1,5,821,182.47916666666666,-46.208333333333336,2000,8.46,"K5V    ",20.1,-0.38,-0.08,HIP59296,59296.0
6519227714961476352,0.005473391817302448,1,5,1557,340.2445833333333,-46.20194444444445,2000,9.14,"K5V    ",22.9,0.1,-0.02,HIP111983,111983.0
4796263719738968832,0.0024072887092515486,1,5,402,84.53916666666666,-46.10583333333334,2000,7.33,"G5     ",25.2,-0.13,-0.47,HIP26501,26501.0
6518814951423530880,0.004107585043399897,1,5,1536,335.7833333333333,-45.92833333333333,2000,5.62,F3III-I,40.6,0.23,-0.06,HIP110506,110506.0
6664255566408783872,0.12229164763232148,1,5,1329,289.17875,-45.88916666666667,2000,9.38,"K9V... ",15.7,0.22,-0.41,HIP94739,94739.0
5412250540681250560,0.010870548637740177,1,5,667,146.12416666666664,-45.77638888888889,2000,10.2,"M1:    ",9.81,-0.47,-0.59,HIP47780,47780.0
4847282124418880256,0.0014314890434859319,1,5,228,48.776666666666664,-45.664722222222224,2000,6.75,"G3V    ",24.3,-0.13,0.14,HIP15131,15131.0
5988402639481532800,0.00869530685635679,1,5,1075,237.56791666666663,-45.401666666666664,2000,6.11,"F0V    ",44.9,0.04,-0.03,HIP77574,77574.0
6088054505011960832,0.005388834906522321,1,5,894,198.46749999999997,-45.18555555555555,2000,6.93,"G2V    ",24.4,-0.11,-0.11,HIP64550,64550.0
6673000841376349696,0.0017956559331083974,1,5,1391,303.4724999999999,-45.163888888888884,2000,7.97,"M0V    ",6.2,0.78,-0.16,HIP99701,99701.0
5567901976544151168,0.016558137181243084,1,5,436,91.16708333333331,-45.07888888888889,2000,5.93,"F4V    ",27.0,-0.08,0.25,HIP28790,28790.0
6096524382383054720,0.009574737696341136,1,5,963,213.91124999999997,-45.00055555555556,2000,6.31,"F9V    ",21.0,0.13,-0.14,HIP69671,69671.0
4846689899968623744,0.0034892667334455074,1,5,249,53.23291666666666,-44.70194444444445,2000,11.4,"---    ",10.8,-0.31,0.13,HIP16536,16536.0
5989102478619519616,0.0364642647862381,1,5,1061,235.29749999999999,-44.66111111111111,2000,4.64,"F5IV-V ",17.5,-0.17,-0.27,HIP76829,76829.0
5378886891122066560,0.00827193868332578,1,5,796,175.26041666666666,-44.405,2000,7.77,"K5V    ",12.5,-0.66,0.24,HIP56998,56998.0
5955305209191546112,0.01130870653445726,1,5,1215,264.2654166666667,-44.31916666666667,2000,10.9,"M5     ",5.04,-0.71,-0.94,HIP86214,86214.0
4992538055807707776,0.023187747079396914,1,5,35,6.550833333333332,-43.67972222222222,2000,3.93,"A7V    ",23.5,0.11,0.03,HIP2072,2072.0
5559265690666327168,0.008606692846548445,1,5,495,105.99541666666666,-43.611111111111114,2000,6.83,"K0V    ",15.0,-0.1,0.4,HIP34069,34069.0
6579894402894605824,0.007520463655118348,1,5,1458,317.95666666666665,-43.61361111111111,2000,11.9,"M1:    ",14.3,0.22,-0.69,HIP104644,104644.0
5559265690666326016,0.013531024103987078,1,5,494,105.98874999999998,-43.60777777777778,2000,5.56,"G3V... ",16.2,-0.1,0.39,HIP34065,34065.0
6133474952391837824,0.016571764449215615,1,5,856,190.19291666666663,-43.566111111111105,2000,12.2,"M4     ",7.66,-0.78,0.69,HIP61874,61874.0
4791496409119237888,0.006274897693496424,1,5,321,68.505,-43.52444444444444,2000,8.81,"K5V    ",22.4,0.06,-0.08,HIP21284,21284.0
5412947081287925504,0.006650516251015184,1,5,668,147.7795833333333,-43.50277777777778,2000,7.67,"K5V    ",11.1,0.46,-0.47,HIP48331,48331.0
6721432232656218752,0.005237197585353259,1,5,1254,273.08916666666664,-43.44472222222222,2000,8.38,"K7V    ",12.9,0.13,-0.42,HIP89211,89211.0
6724105656508792576,0.014367914780020278,1,5,1247,271.7079166666667,-43.425,2000,4.92,"A5V    ",43.8,0.01,-0.1,HIP88726,88726.0
4805806449875760384,0.002371136789325108,1,5,394,82.55833333333332,-42.697222222222216,2000,9.72,"M0V    ",19.3,0.03,-0.15,HIP25775,25775.0
5994771148252505216,0.005365468929354582,1,5,1085,239.4195833333333,-42.62416666666667,2000,8.06,"K5V    ",14.6,-0.26,-0.19,HIP78170,78170.0
4842581574771373184,0.002740657905525454,1,5,271,57.64791666666667,-42.56527777777777,2000,8.61,"K2V    ",26.7,0.2,0.62,HIP17978,17978.0
4840356816071684352,0.027214545266623327,1,5,294,63.50041666666666,-42.29416666666666,2000,3.85,"K1III  ",35.9,0.04,-0.2,HIP19747,19747.0
5416916936742353280,0.038472880443682106,1,5,695,153.68416666666664,-42.12166666666667,2000,3.85,"A2V    ",31.5,-0.15,0.05,HIP50191,50191.0
4986970575602213504,0.005862249199940988,1,5,55,11.451249999999998,-41.909166666666664,2000,7.89,K5V com,16.0,0.3,-0.08,HIP3588,3588.0
4815660547961306112,0.03590672328131501,1,5,332,70.14041666666665,-41.86361111111111,2000,4.44,"F2V    ",20.1,-0.14,-0.07,HIP21770,21770.0
4984184825454337408,0.00401280862543845,1,5,99,20.394166666666663,-41.656388888888884,2000,10.1,"K5     ",16.8,1.24,-0.46,HIP6351,6351.0
4843073709303881728,0.004309191702463415,1,5,276,59.151666666666664,-41.343333333333334,2000,8.85,"K5V    ",17.6,0.06,0.09,HIP18450,18450.0
6002807341299977216,0.0038734987860221974,1,5,1051,233.05374999999998,-41.275555555555556,2000,9.31,"M0     ",5.93,-1.18,-1.03,HIP76074,76074.0
6572326052043362304,0.0036584308515145445,1,5,1498,327.4991666666666,-41.245,2000,10.5,"M0     ",22.4,-0.24,0.23,HIP107772,107772.0
5425628298649940608,0.005267947913355914,1,5,661,144.9433333333333,-41.0675,2000,10.7,"M:     ",9.49,-0.53,0.36,HIP47425,47425.0
6149747002930436352,0.003999993463288796,1,5,833,185.49916666666664,-41.05916666666666,2000,8.54,"K4V    ",24.1,0.01,-0.11,HIP60310,60310.0
5382868669400908928,0.009758754847786436,1,5,787,172.94375,-41.046388888888885,2000,11.5,"M      ",10.4,-0.72,0.17,HIP56244,56244.0
5381537023379295232,0.01035866099142271,1,5,801,176.62958333333333,-40.500277777777775,2000,4.89,"G3/G5V ",9.23,-1.53,0.4,HIP57443,57443.0
6584461671116752128,0.004832999282799281,1,5,1494,327.0,-40.255833333333335,2000,8.62,"K3V    ",23.7,0.11,-0.35,HIP107625,107625.0
5970137861534914176,0.005671609328877118,1,5,1158,254.7254166666666,-39.55833333333333,2000,8.33,"K3/K4V ",19.1,0.27,0.22,HIP83101,83101.0
6018047019138644480,0.009567054286350357,1,5,1123,246.0054166666666,-39.19277777777778,2000,5.37,"G3/G5V ",12.8,0.07,0.0,HIP80337,80337.0
2307132568850133376,0.001105380801450395,1,5,1643,359.0445833333333,-39.05222222222222,2000,8.24,"K3V    ",22.0,0.21,-0.19,HIP118008,118008.0
4963661822446609792,0.010188062599153043,1,5,159,35.178749999999994,-39.03361111111111,2000,8.67,"K3/K4V ",25.4,0.21,-0.03,HIP10925,10925.0
4819591920506512768,0.002587174747930165,1,5,387,81.12583333333333,-38.96944444444445,2000,9.08,"K2     ",17.7,0.04,-0.06,HIP25283,25283.0
5970956070030449792,0.0033039881858783803,1,5,1142,251.06249999999997,-38.94361111111111,2000,7.52,"K2V    ",14.3,-0.02,-0.06,HIP81935,81935.0
5528866839863569024,0.0026281107728759532,1,5,600,130.825,-38.882222222222225,2000,6.58,"K2V    ",11.1,-0.3,0.34,HIP42808,42808.0
4856592239127350400,0.003708811359255102,1,5,262,56.03833333333333,-38.281666666666666,2000,6.99,"K1V    ",16.2,0.21,0.29,HIP17439,17439.0
5441977138905560576,0.016116937057641466,1,5,704,155.8720833333333,-38.00972222222222,2000,5.34,"A8V    ",40.4,-0.16,-0.05,HIP50888,50888.0
6718857073326780672,0.0324315883068667,1,5,1321,287.36791666666664,-37.904444444444444,2000,4.11,"A0/A1V ",39.7,0.09,-0.1,HIP94114,94114.0
6718894388002453120,0.003216213186985351,1,5,1314,286.71875,-37.81055555555555,2000,6.15,"G8V    ",17.1,-0.19,-0.37,HIP93858,93858.0
5586381090520538880,0.003997269098640266,1,5,524,112.67708333333331,-37.33916666666667,2000,6.66,"G3V    ",21.7,-0.09,0.05,HIP36515,36515.0
4865826693691482496,0.001618190110706214,1,5,317,68.28874999999998,-36.94583333333333,2000,8.74,"K4V    ",25.0,-0.02,0.04,HIP21223,21223.0
6165699748415726848,0.10983602790350304,1,5,904,200.14916666666664,-36.71222222222222,2000,2.75,"A2V    ",17.9,-0.34,-0.09,HIP65109,65109.0
5541379930719256960,0.03846810585573817,1,5,575,124.63874999999999,-36.659166666666664,2000,4.44,"A4m... ",28.5,-0.11,0.1,HIP40706,40706.0
5443051537858529792,0.015121652837159024,1,5,728,160.4658333333333,-36.63333333333333,2000,10.1,"K7V    ",16.3,-0.09,0.07,HIP52341,52341.0
2887328533953284096,0.004447729151134525,1,5,418,86.91916666666665,-36.32833333333333,2000,10.7,"M2     ",14.9,0.77,-0.12,HIP27359,27359.0
4038724053986441856,0.010898518543633544,1,5,1246,271.59874999999994,-36.01972222222222,2000,5.94,"G3V    ",17.3,0.11,0.01,HIP88694,88694.0
5434468784453279616,0.003587161099178618,1,5,677,149.71791666666664,-35.89083333333333,2000,5.23,"A8IV   ",32.6,-0.09,-0.02,HIP48926,48926.0
2887731882922142848,0.006163299787817714,1,5,420,87.73999999999998,-35.768055555555556,2000,3.12,K1.5III,26.3,0.06,0.4,HIP27628,27628.0
6741156023833749504,0.00438372280552522,1,5,1342,293.12624999999997,-35.45166666666667,2000,8.69,"K3/K4V ",22.0,-0.29,0.16,HIP96113,96113.0
4824866896260056448,0.003073088474486573,1,5,351,73.5175,-35.404444444444444,2000,7.6,"K0V    ",25.9,0.13,0.16,HIP22787,22787.0
4866978844438656768,0.003505841900540674,1,5,344,72.46791666666665,-35.1075,2000,7.49,"K2V    ",17.9,-0.03,-0.11,HIP22451,22451.0
4825655246095456640,0.07496541478347915,1,5,377,79.37124999999999,-34.894999999999996,2000,4.81,K0/K1II,33.7,0.09,-0.34,HIP24659,24659.0
5624529024402652288,0.0027478138292798215,1,5,623,137.2170833333333,-34.8425,2000,10.3,"K7V    ",22.3,0.24,-0.25,HIP44899,44899.0
6554537293934842496,0.026041489564453617,1,5,1582,345.8741666666666,-34.74916666666667,2000,5.12,"A9V    ",28.5,0.07,0.08,HIP113860,113860.0
5593584059914156800,0.018418005591608676,1,5,548,118.06541666666665,-34.70527777777778,2000,5.01,"F3/F5V ",18.0,-0.2,0.24,HIP38423,38423.0
6698466664548330496,0.007011018101606441,1,5,1368,299.96416666666664,-34.69777777777777,2000,5.3,A4/A5IV,48.0,0.11,-0.07,HIP98421,98421.0
6026152137854405248,0.1552303736064255,1,5,1147,252.54083333333327,-34.293055555555554,2000,2.29,"K2IIIb ",20.0,-0.61,-0.26,HIP82396,82396.0
4967177781457918976,0.008470625863953585,1,5,166,37.007083333333334,-33.81083333333333,2000,5.13,"A2/A3V ",46.8,0.02,0.01,HIP11477,11477.0
6698960688866464768,0.006307436454678656,1,5,1369,300.0845833333333,-33.70333333333333,2000,5.65,"F7V    ",20.8,0.13,-0.29,HIP98470,98470.0
5016175391142088576,0.0023276724293515134,1,5,101,20.596249999999998,-33.21416666666667,2000,10.3,"---    ",26.9,0.36,-0.3,HIP6414,6414.0
2315390347851431680,0.0066110970002087955,1,5,33,5.8166666666666655,-33.1675,2000,8.74,"K3/K4V ",22.2,-0.03,0.13,HIP1837,1837.0
6036117973770712448,0.12670138388378807,1,5,1093,241.09666666666664,-33.06083333333333,2000,10.0,"---    ",23.2,-0.24,-0.07,HIP78734,78734.0
6171375049482587776,0.023808876893802535,1,5,934,206.42166666666665,-33.04361111111111,2000,4.23,"F3V    ",19.2,-0.46,-0.15,HIP67153,67153.0
5459060117921483008,0.002399391886580597,1,5,693,153.35291666666663,-33.031666666666666,2000,6.38,"G0V    ",22.7,-0.37,0.06,HIP50075,50075.0
2324785228033780608,0.00219815130757094,1,5,1624,354.96374999999995,-32.74333333333333,2000,7.18,"K1V    ",18.6,0.14,-0.3,HIP116763,116763.0
6612242034982766848,0.010656448553365058,1,5,1519,332.53666666666663,-32.54833333333333,2000,4.94,"F6V    ",18.7,0.43,0.01,HIP109422,109422.0
3478160727866058368,0.005553158796140863,1,5,791,173.86249999999998,-32.53972222222222,2000,9.81,"M2V    ",9.03,-0.07,-0.85,HIP56528,56528.0
2904830113367963264,0.00327340714494769,1,5,388,81.56124999999999,-32.50472222222222,2000,7.7,"K2/K3V ",17.9,0.25,-0.09,HIP25421,25421.0
6601750220152445440,0.02921555467977221,1,5,1548,337.8762499999999,-32.34583333333334,2000,4.29,"A1V    ",45.4,0.06,-0.02,HIP111188,111188.0
5630532113072532736,0.0013000062691936082,1,5,648,142.6170833333333,-32.10333333333333,2000,8.31,"K3/K4V ",19.3,-0.07,0.32,HIP46626,46626.0
4971496564348094336,0.0018768499931548532,1,5,150,33.47333333333333,-32.04111111111111,2000,10.3,"---    ",12.3,0.76,-0.53,HIP10395,10395.0
6606890608810806528,0.002196069086330137,1,5,1556,340.23,-31.990000000000002,2000,7.41,"G8/K0V ",26.7,0.34,0.02,HIP111978,111978.0
6748796396992580352,0.0025095799127985595,1,5,1382,301.93749999999994,-31.753888888888888,2000,12.1,"M      ",14.6,0.29,-0.75,HIP99150,99150.0
5640565607657897728,0.0038681789046141044,1,5,586,128.2145833333333,-31.500833333333333,2000,6.38,"K0V    ",12.1,-1.11,0.76,HIP41926,41926.0
6794047652729201024,0.005495459879126287,1,5,1426,311.28958333333327,-31.340833333333332,2000,8.81,"M1Ve   ",9.94,0.28,-0.36,HIP102409,102409.0
6748283784056800384,0.005555723451356936,1,5,1363,299.15416666666664,-31.335277777777776,2000,8.42,"K3/K4V ",19.1,0.41,0.03,HIP98130,98130.0
4971681351020953088,0.007251247634475885,1,5,153,34.17166666666666,-30.988333333333333,2000,12.0,"---    ",14.2,0.68,0.25,HIP10617,10617.0
6796392812250051712,0.005954332290894807,1,5,1406,306.9341666666666,-30.86777777777778,2000,6.61,"G6/G8V ",19.4,-0.01,-0.52,HIP100925,100925.0
5605930166746409856,0.0057052000053859925,1,5,502,108.01708333333332,-30.82111111111111,2000,6.1,A8III/I,47.5,-0.04,0.02,HIP34782,34782.0
5454500168322239872,0.0035871950297763624,1,5,734,161.31958333333333,-30.807222222222222,2000,11.2,"---    ",13.8,-0.03,-0.23,HIP52596,52596.0
6182398370808620032,0.010454909279676891,1,5,893,198.22624999999996,-30.711666666666666,2000,8.03,"K1IV/V ",26.7,-0.21,0.15,HIP64475,64475.0
6211697370691769728,0.0013505365239121112,1,5,1024,226.39124999999999,-30.550833333333333,2000,6.48,"F6V    ",31.8,0.01,0.08,HIP73850,73850.0
3480332916165099904,0.003711121792848808,1,5,804,176.8158333333333,-30.28638888888889,2000,6.48,"G5V    ",17.7,-0.27,-0.23,HIP57507,57507.0
6614285855300051840,0.0022742104337058365,1,5,1545,337.3133333333333,-30.01833333333333,2000,7.65,"K4V    ",15.4,0.22,-0.81,HIP110996,110996.0
4878920537147300608,0.019049635376196163,1,5,318,68.37749999999998,-29.76638888888889,2000,4.49,"K0III  ",38.1,-0.11,-0.27,HIP21248,21248.0
5461620846141553024,0.004055954031278508,1,5,705,155.98041666666666,-29.64527777777778,2000,6.92,"G5V    ",22.0,-0.04,0.1,HIP50921,50921.0
5455707157211784832,0.0059723525940893795,1,5,731,160.86791666666664,-29.06416666666667,2000,7.72,"K1V    ",21.5,-0.22,-0.05,HIP52462,52462.0
2898239468873596800,0.003924139230233539,1,5,455,96.18291666666667,-28.779999999999998,2000,6.37,"G2V    ",22.0,-0.16,-0.12,HIP30503,30503.0
6039093144853104128,0.011683561592178272,1,5,1112,244.5745833333333,-28.61388888888889,2000,4.8,"A0V:   ",43.0,-0.03,-0.1,HIP79881,79881.0
6029992663310612096,0.002782404659661376,1,5,1164,256.11583333333334,-28.5825,2000,6.59,"K1V    ",18.0,0.08,-0.27,HIP83541,83541.0
4879850208590379904,0.0033294747567743812,1,5,354,73.92458333333333,-28.56388888888889,2000,8.13,"K3/K4V ",17.9,0.19,-0.23,HIP22907,22907.0
6188331614726318720,0.007339121726988691,1,5,914,201.45374999999996,-28.37388888888889,2000,11.0,"M      ",16.2,-0.45,-0.11,HIP65520,65520.0
2328250059757795072,0.03361174240081763,1,5,1632,357.23125,-28.130277777777778,2000,4.59,"A0V    ",43.9,0.1,-0.1,HIP117452,117452.0
3531296963739811200,0.005538791970423552,1,5,771,169.28124999999997,-27.813333333333333,2000,9.78,"M0V    ",17.5,0.21,-0.08,HIP55119,55119.0
6798111275908572032,0.010202871223279116,1,5,1405,306.92375,-27.747500000000002,2000,11.4,"M3     ",15.4,-0.2,-0.88,HIP100923,100923.0
3487062064765702272,0.0039101106356871085,1,5,811,179.48416666666662,-27.706944444444442,2000,6.99,"K4V    ",10.1,-1.08,-0.62,HIP58345,58345.0
2918894859953947392,0.004022675161929393,1,5,466,101.21666666666665,-27.341666666666665,2000,6.43,"F7V    ",26.5,-0.01,0.29,HIP32322,32322.0
6847167606385195648,5.669636476230924E-5,1,5,1396,303.8225,-27.032777777777778,2000,5.73,"K3V    ",8.82,1.24,-0.18,HIP99825,99825.0
2322574488107786624,0.006174560705673895,1,5,34,6.107916666666666,-27.026666666666667,2000,7.92,"K2V    ",18.0,0.67,0.08,HIP1936,1936.0
6766734242006157568,0.0035420738538146984,1,5,1349,294.9008333333333,-26.751944444444444,2000,10.4,"---    ",22.3,0.37,-0.26,HIP96710,96710.0
6213789290343029760,0.0017739145456484406,1,5,1045,231.49374999999995,-26.705555555555556,2000,8.82,"K3/K4V ",24.4,-0.82,-0.01,HIP75542,75542.0
4109030160308317312,0.02104048563571745,1,5,1183,258.8374999999999,-26.602777777777778,2000,4.33,K2:III:,5.98,-0.47,-1.14,HIP84405,84405.0
4109034455276324608,0.005763890981282193,1,5,1184,259.0558333333333,-26.546111111111113,2000,6.33,"K5V    ",5.96,-0.48,-1.12,HIP84478,84478.0
5073448642595674752,0.003135314192197823,1,5,226,48.68583333333333,-26.44611111111111,2000,9.17,"K5V    ",18.3,0.22,0.1,HIP15095,15095.0
3487784718782929920,0.0044723318485680365,1,5,810,179.31791666666663,-26.141388888888887,2000,8.93,"K3/K4V ",26.7,-0.35,0.15,HIP58293,58293.0
2334879397612667648,0.005637460855437651,1,5,1647,359.8070833333333,-26.048611111111114,2000,8.69,"K3/K4V ",24.4,-0.23,0.01,HIP118261,118261.0
6235558525363302912,0.0034852342263284,1,5,1082,238.66,-26.004166666666666,2000,9.2,"K5V    ",25.3,-0.23,0.1,HIP77908,77908.0
