Star,RA,Dec,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP107649,327.06583333333333,-47.30333333333333,2000,5.57,G2V    ,15.6,0.17,-0.29,HIP107649
HIP107705,327.2741666666666,-72.10222222222221,2000,9.53,M2Ve   ,16.1,0.3,-0.29,HIP107705
HIP107711,327.2995833333333,-41.55888888888889,2000,11.5,M6     ,13.4,0.95,-0.47,HIP107711
HIP107772,327.4991666666666,-41.245,2000,10.5,M0     ,22.4,-0.24,0.23,HIP107772
HIP107788,327.53624999999994,17.285833333333336,2000,5.34,F2III-I,33.4,0.09,-0.04,HIP107788
HIP107975,328.1245833333333,28.793333333333337,2000,5.52,F6IVwva,27.6,-0.06,-0.06,HIP107975
HIP108028,328.2725,20.93027777777778,2000,8.18,K0     ,23.9,-0.01,-0.1,HIP108028
HIP108036,328.3241666666666,-13.551666666666668,2000,5.08,F3IV   ,27.6,0.31,0.01,HIP108036
HIP108092,328.49583333333334,41.778888888888886,2000,10.3,M2     ,23.2,0.38,-0.36,HIP108092
HIP108156,328.68749999999994,32.32833333333333,2000,7.73,K0     ,20.3,0.21,-0.23,HIP108156
HIP108159,328.6887499999999,-46.9925,2000,11.9,M3     ,15.1,-0.31,-0.37,HIP108159
HIP108162,328.71374999999995,-77.33777777777777,2000,8.23,K3IV   ,26.3,0.22,-0.19,HIP108162
HIP108162,328.71374999999995,-77.33777777777777,2000,8.23,K3IV   ,26.3,0.22,-0.19,HIP108162
HIP108506,329.72916666666663,-4.373055555555555,2000,6.24,K2V    ,36.0,0.0,-0.25,HIP108506
HIP108567,329.88375,-60.93277777777777,2000,9.53,K7     ,23.2,-0.01,-0.09,HIP108567
HIP108569,329.89458333333334,-59.75277777777778,2000,9.74,M2     ,11.8,0.89,-0.13,HIP108569
HIP108752,330.4541666666666,16.46722222222222,2000,10.6,M2     ,16.4,0.39,0.15,HIP108752
HIP108782,330.54291666666666,1.4,2000,9.17,M0     ,10.3,-0.46,-0.28,HIP108782
GJ845A,330.8404166666666,-56.78583333333333,2000,4.68,K4.0V  ,3.62,3.96,-2.54,GJ845A
HIP108917,330.94791666666663,64.62777777777777,2000,4.26,Am     ,31.1,0.21,0.09,HIP108917
HIP109176,331.75291666666664,25.345,2000,3.77,F5V    ,11.7,0.3,0.03,HIP109176
HIP109268,332.0583333333333,-46.96083333333333,2000,1.73,B7IV   ,31.0,0.13,-0.15,HIP109268
HIP109285,332.0958333333333,-32.98833333333334,2000,4.5,A2V    ,39.9,0.08,-0.03,HIP109285
HIP109378,332.37458333333325,-7.548611111111111,2000,6.54,G0     ,21.2,0.09,-0.45,HIP109378
HIP109388,332.4179166666666,-4.640555555555555,2000,10.4,M3     ,8.77,1.13,-0.02,HIP109388
HIP109422,332.53666666666663,-32.54833333333333,2000,4.94,F6V    ,18.7,0.43,0.01,HIP109422
HIP109427,332.55,6.197777777777778,2000,3.52,A2V    ,29.6,0.28,0.03,HIP109427
HIP109474,332.6616666666667,70.1325,2000,5.52,F2V    ,32.6,-0.06,0.02,HIP109474
HIP109527,332.7995833333333,36.25611111111111,2000,7.23,K0     ,22.4,0.03,-0.25,HIP109527
HIP109555,332.87541666666664,18.426111111111112,2000,10.2,M2     ,11.4,0.33,0.18,HIP109555
HIP109638,333.1495833333333,8.553055555555556,2000,11.9,M3     ,13.8,0.12,-0.66,HIP109638
HIP109822,333.65916666666664,-15.818333333333333,2000,6.55,K0/K1V ,38.1,-0.01,-0.36,HIP109822
HIP109821,333.66125,-41.38166666666667,2000,6.23,G5V    ,22.1,0.57,-0.79,HIP109821
HIP109857,333.75916666666666,57.04333333333333,2000,4.18,F0IV   ,25.7,0.48,0.05,HIP109857
HIP109926,333.9754166666666,54.672777777777775,2000,7.5,K1V    ,21.4,0.21,0.07,HIP109926
HIP109980,334.13249999999994,68.33972222222222,2000,9.23,K5     ,23.9,0.38,-0.01,HIP109980
HIP110066,334.41416666666663,-48.650277777777774,2000,8.4,K3V    ,25.3,0.2,-0.11,HIP110066
HIP110078,334.4608333333333,-77.51138888888889,2000,5.49,F3III  ,38.4,-0.04,0.01,HIP110078
HIP110109,334.565,-53.62694444444445,2000,5.36,G1V    ,13.6,0.44,-0.63,HIP110109
HIP110341,335.23249999999996,8.186666666666667,2000,6.18,F6V    ,31.7,0.04,0.02,HIP110341
HIP110395,335.41416666666663,-1.3872222222222221,2000,3.86,A0V    ,48.3,0.13,0.01,HIP110395
HIP110443,335.5675,-54.56055555555555,2000,8.98,K7V    ,13.3,-0.19,0.23,HIP110443
HIP110506,335.7833333333333,-45.92833333333333,2000,5.62,F3III-I,40.6,0.23,-0.06,HIP110506
HIP110526,335.8712499999999,32.45916666666667,2000,10.7,M0...  ,16.0,0.25,-0.21,HIP110526
HIP110640,336.1895833333333,22.551111111111112,2000,8.83,M0     ,21.3,-0.17,-0.07,HIP110640
HIP110712,336.4633333333333,-75.01555555555555,2000,6.12,G3IV   ,23.0,0.06,0.01,HIP110712
HIP110750,336.55625,-19.188333333333333,2000,9.25,K3/K4V ,26.7,0.24,-0.03,HIP110750
HIP110774,336.63624999999996,63.87916666666667,2000,9.52,K7     ,25.0,0.2,0.21,HIP110774
HIP110778,336.6429166666666,-16.741944444444446,2000,5.55,G3V    ,20.0,0.21,0.0,HIP110778
GJ860B,336.9983333333333,57.69583333333333,2000,11.4,M4.0V  ,4.03,-0.87,-0.47,GJ860B
GJ860A,337.0016666666666,57.69694444444444,2000,9.79,M3.0V  ,4.03,-0.87,-0.47,GJ860A
HIP110935,337.1570833333333,-67.4888888888889,2000,5.56,A3V    ,43.5,0.15,-0.07,HIP110935
HIP110951,337.19124999999997,18.93166666666667,2000,10.7,---    ,22.5,0.17,-0.13,HIP110951
HIP110996,337.3133333333333,-30.01833333333333,2000,7.65,K4V    ,15.4,0.22,-0.81,HIP110996
HIP111169,337.82291666666663,50.282222222222224,2000,3.76,A1V    ,31.3,0.14,0.02,HIP111169
HIP111170,337.82624999999996,-6.555,2000,6.15,F7V    ,25.5,0.16,-0.11,HIP111170
HIP111188,337.8762499999999,-32.34583333333334,2000,4.29,A1V    ,45.4,0.06,-0.02,HIP111188
HIP111313,338.25916666666666,9.377777777777778,2000,10.3,M0V:   ,12.8,0.54,0.14,HIP111313
HIP111449,338.6733333333333,-20.708055555555553,2000,5.21,F7V    ,22.7,0.22,-0.15,HIP111449
HIP111685,339.3745833333333,39.380833333333335,2000,9.41,M2     ,18.8,0.02,-0.34,HIP111685
HIP111766,339.6241666666666,-65.37833333333333,2000,11.5,---    ,14.8,0.83,-0.16,HIP111766
GJ866,339.63916666666665,-15.301944444444445,2000,13.0,M5.0V  ,3.45,2.36,2.24,GJ866
HIP111802,339.69,-20.621111111111112,2000,9.06,M0Vpe  ,8.64,0.45,-0.08,HIP111802
HIP111888,339.9616666666666,4.116111111111111,2000,8.48,K2     ,22.6,0.18,0.11,HIP111888
HIP111960,340.1808333333333,-29.674444444444447,2000,7.83,K4/K5V ,13.5,0.38,-0.02,HIP111960
HIP111978,340.23,-31.990000000000002,2000,7.41,G8/K0V ,26.7,0.34,0.02,HIP111978
HIP111983,340.2445833333333,-46.20194444444445,2000,9.14,K5V    ,22.9,0.1,-0.02,HIP111983
HIP112117,340.65374999999995,-47.21055555555556,2000,5.99,G0     ,23.5,0.01,-0.33,HIP112117
HIP112190,340.83874999999995,-6.400555555555556,2000,8.11,K0     ,21.5,-0.15,-0.29,HIP112190
HIP112245,341.02416666666664,64.57055555555556,2000,7.5,G8V    ,25.1,0.05,-0.3,HIP112245
GJ873,341.7070833333333,44.33388888888889,2000,10.2,M3.5V  ,5.04,-0.7,-0.46,GJ873
HIP112496,341.8066666666667,18.384444444444444,2000,9.02,G0     ,26.6,0.25,0.09,HIP112496
HIP112527,341.8829166666667,83.69694444444445,2000,7.53,K2     ,19.9,-0.15,0.12,HIP112527
HIP112623,342.13875,-51.31666666666667,2000,3.49,A3V    ,39.7,0.11,-0.07,HIP112623
HIP112724,342.41999999999996,66.20027777777779,2000,3.5,K0III  ,35.3,-0.07,-0.12,HIP112724
HIP112748,342.5008333333333,24.60138888888889,2000,3.51,M2III  ,35.7,0.14,-0.04,HIP112748
HIP112774,342.58083333333326,-7.09,2000,9.86,K5     ,13.9,-0.1,0.1,HIP112774
HIP112870,342.85999999999996,13.969722222222222,2000,8.29,K0     ,21.0,0.4,0.2,HIP112870
HIP112909,342.9729166666666,31.754166666666666,2000,11.6,M3.5Ve ,14.2,0.53,-0.05,HIP112909
HIP112915,343.0020833333333,57.71666666666667,2000,8.01,K5III  ,24.2,-0.09,-0.22,HIP112915
HIP112918,343.01041666666663,23.413055555555555,2000,9.79,K8     ,27.1,0.13,-0.15,HIP112918
HIP112935,343.10041666666666,9.835555555555556,2000,5.16,F7IV   ,26.8,0.52,0.04,HIP112935
GJ876,343.31958333333324,-14.263333333333334,2000,10.1,M3.5V  ,4.66,0.96,-0.68,GJ876
HIP113283,344.10041666666666,-31.56527777777778,2000,6.48,K4Vp   ,7.63,0.33,-0.16,HIP113283
HIP113357,344.3666666666666,20.76861111111111,2000,5.45,G5V    ,15.3,0.21,0.06,HIP113357
HIP113368,344.4129166666666,-29.622222222222224,2000,1.17,A3V    ,7.68,0.33,-0.16,HIP113368
HIP113409,344.52624999999995,-13.6425,2000,10.1,K2V:   ,27.0,0.04,-0.33,HIP113409
HIP113421,344.56458333333325,-2.395277777777778,2000,6.17,G8IV   ,19.7,-0.01,-0.02,HIP113421
HIP113576,345.0670833333333,-22.524166666666666,2000,7.88,K5/M0V ,8.14,-0.9,0.06,HIP113576
HIP113638,345.21999999999997,-52.75388888888889,2000,4.11,G8III  ,34.4,-0.07,-0.01,HIP113638
HIP113697,345.40749999999997,-44.98833333333334,2000,8.93,K5V    ,25.7,0.1,0.01,HIP113697
HIP113718,345.4645833333333,-3.8486111111111114,2000,7.48,K4V    ,16.9,0.4,-0.21,HIP113718
HIP113829,345.7708333333333,20.918333333333333,2000,6.65,G5V    ,24.2,-0.12,-0.03,HIP113829
HIP113860,345.8741666666666,-34.74916666666667,2000,5.12,A9V    ,28.5,0.07,0.08,HIP113860
HIP113944,346.1258333333333,66.76416666666667,2000,9.86,M1V:   ,20.0,0.3,-0.08,HIP113944
HIP113963,346.19041666666664,15.205,2000,2.49,B9.5III,42.8,0.06,-0.04,HIP113963
GJ887,346.4666666666666,-35.85277777777778,2000,7.34,M1.0V  ,3.27,6.77,1.33,GJ887
HIP114156,346.7795833333333,-23.159444444444443,2000,9.62,K5V    ,21.1,0.15,-0.25,HIP114156
HIP114189,346.8695833333333,21.134166666666665,2000,5.97,A5V    ,39.9,0.11,-0.05,HIP114189
HIP114233,347.0291666666666,3.328888888888889,2000,10.9,M1V:   ,15.6,0.49,0.25,HIP114233
HIP114361,347.42083333333323,-67.73277777777778,2000,8.29,K5V    ,15.0,-0.32,-0.22,HIP114361
HIP114379,347.48916666666656,47.958333333333336,2000,7.91,K0Ve   ,25.2,0.15,0.01,HIP114379
HIP114411,347.5654166666667,-25.93111111111111,2000,11.2,---    ,15.6,0.72,0.02,HIP114411
HIP114416,347.5858333333333,-68.83888888888889,2000,8.7,K3V    ,20.8,0.07,0.32,HIP114416
HIP114430,347.6133333333333,43.54416666666666,2000,5.91,F5IV   ,28.2,-0.2,-0.21,HIP114430
HIP114456,347.70874999999995,45.51222222222222,2000,6.98,K0     ,23.4,-0.09,-0.29,HIP114456
HIP114570,348.13749999999993,49.40611111111111,2000,4.53,F0V    ,24.4,0.09,0.1,HIP114570
HIP114622,348.32083333333327,57.16833333333333,2000,5.57,K3Vvar ,6.52,2.07,0.29,HIP114622
HIP114622,348.32083333333327,57.16833333333333,2000,5.57,K3Vvar ,6.52,2.07,0.29,HIP114622
HIP114886,349.07583333333326,30.67,2000,8.07,K2V    ,24.1,0.36,0.09,HIP114886
HIP114924,349.1762499999999,53.21333333333334,2000,5.58,F7V    ,20.2,0.11,-0.24,HIP114924
HIP114948,349.24041666666665,-62.00111111111111,2000,5.64,F7V    ,20.5,0.18,-0.03,HIP114948
HIP114971,349.29125,3.2822222222222224,2000,3.7,G7III  ,40.1,0.76,0.02,HIP114971
HIP114980,349.3225,-66.93777777777778,2000,9.02,K5V    ,27.1,0.35,-0.41,HIP114980
HIP114986,349.33666666666664,-66.91916666666667,2000,8.71,K5v... ,27.2,0.36,-0.42,HIP114986
HIP115123,349.7725,-60.52055555555555,2000,8.93,K7V    ,19.2,-0.1,-0.04,HIP115123
HIP115142,349.84999999999997,-5.1241666666666665,2000,5.56,F3IV   ,34.8,0.2,-0.02,HIP115142
HIP115147,349.8608333333333,79.00333333333333,2000,7.53,G9V    ,19.7,0.2,0.07,HIP115147
HIP115331,350.40208333333334,44.09777777777778,2000,7.36,K1V    ,21.9,0.64,0.22,HIP115331
HIP115341,350.43541666666664,45.17583333333333,2000,8.12,K2     ,20.9,0.2,-0.07,HIP115341
HIP115445,350.7704166666666,10.764166666666666,2000,7.8,K2V    ,19.4,0.45,0.26,HIP115445
HIP115562,351.1270833333333,57.85416666666667,2000,10.0,M2     ,13.1,-0.06,-0.28,HIP115562
HIP115738,351.7333333333333,1.2555555555555555,2000,4.95,A0p    ,49.7,0.09,-0.09,HIP115738
HIP116003,352.5558333333333,-20.390833333333333,2000,11.0,M2Ve   ,14.7,0.31,-0.21,HIP116003
HIP116085,352.8424999999999,59.165277777777774,2000,6.76,K2V    ,16.8,1.11,0.11,HIP116085
HIP116106,352.8812499999999,-4.087222222222222,2000,6.5,F8V    ,26.2,0.18,-0.19,HIP116106
HIP116215,353.2058333333333,-16.845555555555553,2000,8.59,K5/M0V ,13.9,0.34,-0.22,HIP116215
HIP116384,353.7512499999999,1.6052777777777778,2000,9.59,M0     ,19.3,0.34,0.03,HIP116384
HIP116416,353.8566666666666,31.16111111111111,2000,7.9,G5     ,23.4,-0.2,-0.28,HIP116416
HIP116491,354.07625,-48.588055555555556,2000,10.0,M0     ,23.7,-0.13,-0.03,HIP116491
HIP116495,354.09708333333333,2.102222222222222,2000,5.68,F6Vbwva,30.9,-0.1,0.06,HIP116495
HIP116584,354.3908333333333,46.45805555555556,2000,3.81,G8III-I,25.8,0.16,-0.42,HIP116584
HIP116613,354.49375,46.19944444444444,2000,6.58,G5     ,23.1,0.36,-0.01,HIP116613
HIP116727,354.8366666666666,77.63222222222221,2000,3.21,K1IV   ,13.7,-0.05,0.13,HIP116727
HIP116745,354.9058333333333,-72.72194444444445,2000,7.09,K3V    ,11.3,0.14,-0.74,HIP116745
HIP116758,354.94624999999996,-14.221944444444444,2000,4.97,A7IV   ,41.0,0.05,-0.06,HIP116758
HIP116763,354.96374999999995,-32.74333333333333,2000,7.18,K1V    ,18.6,0.14,-0.3,HIP116763
HIP116771,354.98749999999995,5.626111111111111,2000,4.13,F7V    ,13.7,0.38,-0.44,HIP116771
HIP116819,355.15791666666667,-18.98888888888889,2000,7.59,G5V    ,26.2,0.3,-0.04,HIP116819
HIP116838,355.21416666666664,20.365833333333335,2000,8.27,K2     ,25.3,0.22,0.06,HIP116838
GJ905,355.4779166666666,44.175,2000,12.2,M5.5V  ,3.16,0.08,-1.61,GJ905
HIP116936,355.5441666666666,-2.576666666666666,2000,10.3,M0     ,23.5,-0.19,-0.26,HIP116936
HIP116971,355.68041666666664,-14.544722222222221,2000,4.49,B9V    ,47.2,0.1,-0.07,HIP116971
HIP117197,356.45625,36.255,2000,9.89,M0     ,19.6,0.35,0.05,HIP117197
HIP117410,357.1070833333333,-12.987222222222222,2000,9.59,K8     ,27.0,0.23,0.02,HIP117410
HIP117452,357.23125,-28.130277777777778,2000,4.59,A0V    ,43.9,0.1,-0.1,HIP117452
HIP117463,357.25499999999994,3.181111111111111,2000,8.38,G5     ,26.6,0.06,0.0,HIP117463
HIP117473,357.30208333333326,2.401111111111111,2000,8.98,M2V    ,5.96,1.0,-0.97,HIP117473
HIP117542,357.56208333333325,-29.401666666666664,2000,7.88,K1V    ,25.2,0.19,0.02,HIP117542
HIP117559,357.61625,30.353055555555557,2000,9.35,M0     ,24.8,0.25,0.01,HIP117559
HIP117712,358.10541666666666,75.54444444444444,2000,6.36,K3V    ,10.7,0.34,0.04,HIP117712
HIP117779,358.28583333333324,29.018055555555556,2000,9.75,---    ,22.4,-0.07,0.02,HIP117779
HIP117795,358.3325,59.94499999999999,2000,10.4,K8     ,27.3,0.08,0.03,HIP117795
HIP117815,358.41624999999993,-65.94694444444445,2000,6.64,G0V    ,25.8,-0.04,0.09,HIP117815
HIP117828,358.45874999999995,-75.6325,2000,9.99,M...   ,10.1,0.24,-0.38,HIP117828
HIP117946,358.86083333333335,22.193055555555556,2000,8.77,K0     ,25.4,0.2,-0.15,HIP117946
HIP118008,359.0445833333333,-39.05222222222222,2000,8.24,K3V    ,22.0,0.21,-0.19,HIP118008
HIP118121,359.39624999999995,-64.29805555555555,2000,5.0,A1V    ,48.7,0.08,-0.06,HIP118121
HIP118162,359.52833333333325,50.4475,2000,6.72,G5     ,24.1,-0.05,0.25,HIP118162
HIP118212,359.6812499999999,46.72888888888889,2000,9.57,M0     ,17.3,0.67,-0.01,HIP118212
HIP118261,359.8070833333333,-26.048611111111114,2000,8.69,K3/K4V ,24.4,-0.23,0.01,HIP118261
HIP118278,359.8683333333333,-20.034444444444446,2000,7.47,G8V    ,25.7,0.51,-0.28,HIP118278
HIP118310,359.9491666666666,6.66388888888889,2000,8.85,K5     ,25.3,-0.06,-0.17,HIP118310
