NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
J0421-0345,J0421-0345,04:21:33.5,-03:45:06.6,*,*,*,50847.00,62.735,-24.892,*,*,197.504,-34.757,65.389817,-3.751836,2.161308,0.462683,-2.491e-16,1.900e-27,*,50847.00,44.61,*,30.00,25.000,36.000,TDB,*,6.00,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,2.20,2.20,-25.43,-1.25,-0.54,10.22,*,pks70,000000004000,1996,*,*,2.90e+01,2.42e+00,2.94e+07,1.60e+12,4.55e+30,9.40e+29,*,*,*,*,*,1.49e+00
J0435+2749,J0435+2749,04:35:51.8,+27:49:01.7,*,*,*,53400.00,71.395,5.726,*,*,171.842,-13.071,68.965908,27.817139,0.326279,3.064857,-7.670e-17,*,*,53400.00,53.19,*,2.00,53.000,*,TDB,*,2.00,0.24,*,*,*,*,*,*,*,*,*,*,*,*,*,1.52,1.52,-12.03,-0.34,0.21,9.97,*,ar4,000000020000,1996,*,*,4.62e+00,5.54e-01,6.33e+08,5.22e+10,9.28e+30,4.02e+30,*,*,*,*,*,1.41e+01
J0448-2749,J0448-2749,04:48:41.5,-27:49:46.7,*,*,*,51009.00,65.229,-49.747,*,*,228.347,-37.918,72.173198,-27.829649,0.450448,2.220010,-7.311e-16,-1.800e-28,*,51009.00,26.22,*,-0.70,10.000,22.000,TDB,*,2.00,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,1.81,1.81,-16.11,-1.11,-1.07,9.45,*,"pks70,pkshl",000001004000,1998,*,*,6.55e+00,2.29e+00,4.81e+07,2.62e+11,6.41e+31,1.96e+31,*,*,*,*,*,2.68e+01
B0447-12,J0450-1248,04:50:08.7,-12:48:07.1,*,*,*,49338.00,69.074,-34.981,10.000,*,211.075,-32.629,72.536588,-12.801972,0.438014,2.283031,-5.350e-16,-9.300e-28,*,49338.00,37.04,*,13.00,19.000,31.900,TDB,0.00,11.00,0.90,*,*,*,*,*,*,*,*,*,*,*,*,*,1.77,1.77,-19.97,-0.95,-0.77,9.78,*,"mol2,pks70",000000004010,1978,*,*,3.45e+01,2.82e+00,6.76e+07,2.15e+11,4.82e+31,1.54e+31,*,*,*,*,*,2.39e+01
B0450-18,J0452-1759,04:52:34.1,-17:59:23.3,8.900,10.600,0.600,52275.00,68.832,-40.198,*,*,217.078,-34.087,73.142107,-17.989825,0.548939,1.821695,-1.909e-14,3.400e-27,*,49289.00,39.90,*,11.10,28.700,36.800,TDB,0.00,82.00,5.30,*,*,*,*,*,*,*,*,*,*,*,*,*,0.40,2.71,-22.36,-0.22,-0.2,8.76,*,"mol1,mol2,pks70",000000004011,1969,*,*,1.31e+01,8.48e-01,1.51e+06,1.80e+12,1.37e+33,8.58e+33,13.841,26.248,5.75e-15,1.51e+06,1.80e+12,1.02e+02
J0457-6337,J0457-6337,04:57:07.7,-63:37:30.4,*,*,*,52465.00,16.643,-82.784,*,*,273.816,-36.701,74.282458,-63.625111,2.497012,0.400479,-3.368e-17,*,*,52465.00,27.50,*,14.00,36.000,*,TDB,*,*,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,1.33,1.33,-16.44,-0.79,-1.06,8.43,*,misc,000000400000,2006,*,*,*,3.18e-01,1.88e+08,7.33e+11,5.32e+29,3.01e+29,*,*,*,*,*,4.41e-01
J0459-0210,J0459-0210,04:59:51.9,-02:10:06.6,*,*,*,50845.00,73.417,-24.746,*,*,201.444,-25.678,74.966422,-2.168509,1.133076,0.882553,-1.089e-15,-1.900e-27,*,50845.00,21.02,*,18.00,16.000,50.000,TDB,*,11.00,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,0.16,0.16,-9.11,-0.07,-0.05,8.63,*,pks70,000000004000,1996,*,*,2.82e-01,1.28e-02,1.28e+07,1.27e+12,3.79e+31,1.48e+33,*,*,*,*,*,8.21e+00
J0511-6508,J0511-6508,05:11:56.5,-65:08:36.5,*,*,*,52409.00,10.543,-84.894,*,*,275.25,-34.827,77.985417,-65.143472,0.322062,3.104994,-1.986e-15,*,*,52409.00,25.66,*,16.00,12.000,*,TDB,*,*,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,0.82,0.82,-14.65,-0.47,-0.67,8.44,*,misc,000000400000,2006,*,*,*,4.71e-01,2.48e+07,2.61e+11,2.43e+32,3.62e+32,*,*,*,*,*,7.31e+01
J0517+2212,J0517+2212,05:17:17.1,+22:12:51.9,*,*,*,53400.00,80.121,-0.859,*,*,182.176,-9.012,79.321446,22.214417,0.222367,4.497080,-2.347e-16,*,*,53400.00,18.70,*,-16.00,28.000,*,TDB,*,7.00,0.46,*,*,*,*,*,*,*,*,*,*,*,*,*,0.16,0.16,-2.93,-0.03,-0.01,8.66,*,ar4,000000020000,2003,*,*,1.79e-01,1.18e-02,3.04e+08,5.14e+10,4.17e+31,1.63e+33,*,*,*,*,*,4.38e+01
J0520-2553,J0520-2553,05:20:36.1,-25:53:12.2,*,*,*,51216.00,76.471,-48.865,*,*,228.434,-30.543,80.150772,-25.886748,0.241642,4.138350,-5.154e-16,4.900e-28,*,51216.00,33.77,*,-12.00,6.000,16.000,TDB,*,8.00,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,2.38,2.38,-17.16,-1.21,-1.53,9.86,*,"pks70,pkshl",000001004000,1998,*,*,4.53e+01,1.13e+00,1.27e+08,8.63e+10,8.42e+31,1.49e+31,*,*,*,*,*,5.73e+01
B0523+11,J0525+1115,05:25:56.4,+11:15:19.0,30.000,-4.000,*,48262.00,81.464,-11.932,*,*,192.695,-13.246,81.485201,11.2553,0.354438,2.821371,-5.859e-16,-3.300e-28,*,48262.00,79.42,*,37.00,15.900,20.800,TDB,0.00,19.50,1.60,*,*,*,*,*,*,*,*,*,*,*,*,*,1.84,1.84,-18.20,-0.42,-0.39,10.25,*,"mol2,gb4",000000010010,1978,*,*,6.60e+01,5.42e+00,7.63e+07,1.63e+11,6.53e+31,1.93e+31,30.265,264.017,7.22e-17,7.78e+07,1.62e+11,3.44e+01
B0525+21,J0528+2200,05:28:52.2,+22:00:04,-20.000,7.000,*,53100.00,82.786,-1.244,*,*,183.856,-6.896,82.217767,22.001111,3.745539,0.266984,-2.855e-15,*,*,54200.00,50.87,*,-39.60,185.500,214.200,TDB,0.00,57.00,9.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.22,1.22,-6.11,-0.15,-0.08,9.71,*,"gb1,gb3,gb4",000000010220,1968,*,3,8.48e+01,1.34e+01,1.48e+06,1.24e+13,3.01e+31,2.02e+31,21.190,122.560,4.00e-14,1.48e+06,1.24e+13,2.21e+00
B0531+21,J0534+2200,05:34:31.9,+22:00:52.0,-14.700,2.000,*,40706.00,84.098,-1.294,*,*,184.558,-5.784,83.633221,22.014461,0.033392,29.946923,-3.775e-10,1.115e-20,-2.730e-30,48442.50,56.77,*,-42.30,3.000,4.700,TDB,0.00,550.00,14.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.00,1.31,-5.72,-0.2,-0.16,10.48,"SNR:PWN:Crab[ccl+69],GRS:2FGL_J0534.5+22","misc,ar4,gb4",000000430000,1968,"HE[cdt69,fhm+69,hjm+70]",24,2.20e+03,5.60e+01,1.26e+03,3.79e+12,4.46e+38,1.12e+38,14.835,140.669,4.21e-13,1.26e+03,3.79e+12,9.55e+05
B0538-75,J0536-7543,05:36:30.7,-75:43:56.7,*,*,*,46972.00,278.923,-80.645,*,*,287.162,-30.821,84.128292,-75.732417,1.245856,0.802661,-3.640e-16,*,*,48409.00,18.58,*,23.80,75.000,105.000,TDB,*,75.00,13.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.14,0.14,-9.52,-0.07,-0.11,8.46,*,"mol2,pks70",000000004010,1978,*,*,1.47e+00,2.55e-01,3.49e+07,8.49e+11,1.15e+31,5.89e+32,*,*,*,*,*,4.12e+00
J0538+2817,J0538+2817,05:38:25.0,+28:17:09.1,-23.570,52.870,0.720,52275.00,85.233,4.936,*,*,179.719,-1.686,84.604405,28.285878,0.143158,6.985276,-1.790e-13,-6.370e-25,*,51086.00,39.57,0.008,-7.00,2.700,13.900,TDB,*,8.20,1.90,*,*,*,*,*,*,*,*,*,*,*,*,*,1.30,0.95,-1.16,-0.04,0.01,9.8,SNR:S147[acj+96],"ar4,gb4",000000030000,1995,HE[mkz+03],*,1.39e+01,3.21e+00,6.18e+05,7.33e+11,4.94e+34,2.92e+34,57.886,356.766,3.67e-15,6.18e+05,7.33e+11,2.34e+03
J0540+3207,J0540+3207,05:40:37.1,+32:07:37.3,*,*,*,54780.00,85.85,8.758,*,*,176.719,0.761,85.15465,32.127028,0.524271,1.907411,-1.630e-15,*,*,54780.00,61.97,*,*,12.000,*,TDB,*,*,0.34,*,*,*,*,*,*,*,*,*,*,*,*,*,1.42,1.42,0.82,0.02,0.08,9.92,*,palfa,000002000000,2006,*,*,*,6.86e-01,1.85e+07,4.90e+11,1.23e+32,6.09e+31,*,*,*,*,*,3.19e+01
B0540+23,J0543+2329,05:43:09.6,+23:29:05,19.000,12.000,*,48892.00,86.14,0.102,*,*,184.363,-3.318,85.79025,23.484722,0.245975,4.065458,-2.549e-13,2.420e-25,*,48892.00,77.70,*,2.70,6.200,18.900,TDB,0.00,29.00,9.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.56,1.56,-4.50,-0.09,-0.12,10.05,XRS:[pb15],"jb1,gb1,ar4,gb4",000000030022,1972,*,*,7.06e+01,2.19e+01,2.53e+05,1.97e+12,4.09e+34,1.68e+34,22.472,166.202,1.54e-14,2.53e+05,1.97e+12,1.24e+03
J0554+3107,J0554+3107,05:54:05.0,+31:07:41,*,*,*,55214.00,88.722,7.695,*,*,179.058,2.697,88.520875,31.128056,0.464961,2.150718,-6.596e-13,1.800e-24,*,55214.00,*,*,*,*,*,TDB,*,*,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.0,0.0,8.5,SNR:G179.0+2.6(?)[pga+13],FermiBlind,000004000000,2013,NRAD,*,*,*,5.17e+04,8.24e+12,5.60e+34,*,*,*,*,*,*,7.69e+02
J0557+1550,J0557+1550,05:57:31.4,+15:50:06.0,*,*,*,56346.00,89.399,-7.603,*,*,192.684,-4.309,89.381038,15.835013,0.002556,391.180128,-1.125e-15,*,*,56346.00,102.57,*,26.00,*,*,TDB,*,*,0.05,*,ELL1,*,4.8466,4.0545,90.55,9.300e-06,56349.2459,9.300e-06,-9.000e-08,0.1936,0.2268,He[skl+15],1.83,1.83,-7.71,-0.14,-0.4,10.28,*,palfa,000002000000,2015,*,*,*,1.67e-01,5.51e+09,1.39e+08,1.74e+34,5.19e+33,*,*,*,*,*,7.79e+04
B0559-05,J0601-0527,06:01:58.9,-05:27:50.5,18.000,-16.000,*,49379.00,90.564,-28.902,*,*,212.199,-13.481,90.495759,-5.464044,0.395969,2.525449,-8.305e-15,2.420e-26,*,49379.00,80.54,*,64.00,11.600,24.100,TDB,0.00,22.70,2.50,*,*,*,*,*,*,*,*,*,*,*,*,*,2.33,2.33,-18.77,-0.54,-1.21,10.42,*,"mol2,pks70",000000004010,1978,*,1,1.23e+02,1.36e+01,4.82e+06,7.27e+11,8.28e+32,1.53e+32,24.083,266.034,1.30e-15,4.82e+06,7.26e+11,1.10e+02
J0611+1436,J0611+1436,06:11:18.6,+14:36:52,*,*,*,55818.00,92.769,-8.798,*,*,195.378,-2.004,92.827704,14.614444,0.270329,3.699190,-5.469e-14,*,*,55818.00,45.70,*,*,11.600,*,TDB,*,*,1.10,*,*,*,*,*,*,*,*,*,*,*,*,*,0.89,0.89,-1.60,-0.03,-0.24,9.36,*,palfa,000002000000,2017,*,1,*,8.71e-01,1.07e+06,1.05e+12,7.99e+33,1.01e+34,*,*,*,*,*,4.99e+02
B0609+37,J0612+3721,06:12:48.6,+37:21:37.3,*,*,*,49679.00,92.623,13.95,5.000,5.000,175.45,9.093,93.202861,37.360377,0.297982,3.355904,-6.697e-16,-1.650e-26,*,49679.00,27.15,*,23.00,5.300,17.700,TDB,0.00,16.00,4.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.53,0.53,4.29,0.08,0.04,9.02,*,"gb3,gbncc",002000000200,1985,*,*,4.49e+00,1.12e+00,7.94e+07,1.35e+11,8.87e+31,3.16e+32,7.071,17.768,5.94e-17,7.94e+07,1.35e+11,4.77e+01
J0613+3731,J0613+3731,06:13:12.1,+37:31:38.3,*,*,*,56000.00,92.699,14.119,*,*,175.336,9.239,93.300625,37.527306,0.619198,1.614992,-8.463e-15,*,*,56000.00,18.99,*,*,11.000,*,TDB,*,1.60,0.13,*,*,*,*,*,*,*,*,*,*,*,*,*,0.19,0.19,3.05,0.03,0.02,8.69,*,misc,000000400000,2014,*,*,5.78e-02,4.69e-03,3.02e+06,1.43e+12,5.40e+32,1.49e+34,*,*,*,*,*,5.66e+01
B0611+22,J0614+2229,06:14:17.1,+22:30:36,-4.000,-3.000,*,49674.00,93.299,-0.888,*,*,188.785,2.4,93.5715,22.51,0.334960,2.985431,-5.299e-13,6.680e-24,*,49674.00,96.91,*,66.00,6.900,13.800,TDB,0.00,29.00,2.20,*,*,*,*,*,*,*,*,*,*,*,*,*,1.74,1.74,4.06,0.07,-0.27,10.22,*,"jb1,gb1,gb3,gb4",000000010222,1972,*,*,8.78e+01,6.66e+00,8.93e+04,4.52e+12,6.24e+34,2.06e+34,5.000,41.246,5.94e-14,8.93e+04,4.52e+12,1.13e+03
J0621+0336,J0621+0336,06:21:11.2,+03:36:45.5,*,*,*,54236.00,95.617,-19.723,*,*,206.246,-5.058,95.296754,3.612644,0.269954,3.704334,-9.935e-17,*,*,54236.00,72.59,*,*,3.440,*,TDB,*,*,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.70,1.70,-6.40,-0.15,-0.75,10.02,*,pkspa,000100000000,2013,*,*,*,2.89e+00,5.91e+08,4.47e+10,1.45e+31,5.03e+30,*,*,*,*,*,2.13e+01
J0621+1002,J0621+1002,06:21:22.1,+10:02:38.7,3.230,-0.500,*,55000.00,95.405,-13.295,*,*,200.57,-2.013,95.342143,10.044093,0.028854,34.657407,-5.681e-17,*,*,55000.00,36.47,-0.009,28.80,9.150,*,TCB,*,*,1.90,*,DD,49746.8668,8.3187,12.0321,188.77,2.457e-03,*,*,*,0.4429,0.5273,CO[kas12],0.42,0.42,-1.28,-0.01,-0.15,8.89,*,"misc,palfa",000002400000,1996,*,*,*,3.35e-01,9.67e+09,1.18e+09,7.77e+31,4.41e+32,3.268,6.508,4.70e-20,9.73e+09,1.18e+09,4.61e+02
J0623+0340,J0623+0340,06:23:46.7,+03:40:06.8,*,*,*,54666.00,96.301,-19.641,*,*,206.497,-4.459,95.944829,3.668556,0.613760,1.629302,-2.346e-16,*,*,54666.00,54.00,*,*,18.780,*,TDB,*,*,0.27,*,*,*,*,*,*,*,*,*,*,*,*,*,1.38,1.38,-4.20,-0.11,-0.61,9.73,*,pkspa,000100000000,2013,*,*,*,5.14e-01,1.10e+08,2.36e+11,1.51e+31,7.92e+30,*,*,*,*,*,9.56e+00
B0621-04,J0624-0424,06:24:20.0,-04:24:50.4,*,*,*,49876.00,96.855,-27.709,0.300,*,213.792,-8.036,96.083451,-4.414015,1.039076,0.962393,-7.692e-16,-7.300e-29,*,49876.00,70.83,*,49.00,52.000,71.200,TDB,0.00,4.90,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.94,1.94,-9.90,-0.27,-1.07,10.1,*,"mol2,gb2,pks70",000000004050,1978,*,*,1.84e+01,7.53e+00,1.98e+07,9.40e+11,2.92e+31,7.76e+30,*,*,*,*,*,7.86e+00
J0625+10,J0625+10,06:25:45,+10:16,*,*,*,49717.00,96.502,-13.027,*,*,200.878,-0.956,96.4375,10.266667,0.498397,2.006433,*,*,*,49717.00,78.00,*,*,*,*,TDB,*,*,0.09,*,*,*,*,*,*,*,*,*,*,*,*,*,1.64,1.64,-1.30,-0.03,-0.58,10.03,*,"ar4,palfa",000002020000,1996,*,*,*,2.31e-01,*,*,*,*,*,*,*,*,*,*
J0627+0649,J0627+0649,06:27:53.6,+06:49:54.1,*,*,*,54466.00,97.22,-16.433,*,*,204.166,-2.085,96.973452,6.831703,0.346523,2.885815,-1.414e-14,*,*,54466.00,86.60,*,*,6.330,*,TDB,*,*,1.89,*,*,*,*,*,*,*,*,*,*,*,*,*,1.79,1.79,-3.15,-0.07,-0.73,10.13,*,"pkspa,ar327",001100000000,2013,*,*,*,6.06e+00,3.23e+06,7.76e+11,1.61e+33,5.03e+32,*,*,*,*,*,1.75e+02
J0627+0706,J0627+0706,06:27:44.2,+07:06:12.7,*,*,*,53400.00,97.165,-16.163,*,*,203.907,-1.993,96.934237,7.103528,0.475874,2.101396,-1.315e-13,*,*,53400.00,138.25,*,212.00,5.900,*,TDB,*,6.00,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.29,2.29,-4.81,-0.08,-0.93,10.59,*,"ar4,pkspa",000100020000,2003,*,*,3.15e+01,5.24e+00,2.53e+05,3.81e+12,1.09e+34,2.08e+33,*,*,*,*,*,3.31e+02
J0628+0909,J0628+0909,06:28:36.1,+09:09:13.9,*,*,*,54990.00,97.28,-14.105,*,*,202.19,-0.851,97.150762,9.153861,1.241421,0.805528,-3.555e-16,*,*,54990.00,88.30,*,*,8.000,*,TDB,*,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,1.77,1.77,-1.31,-0.03,-0.67,10.14,*,palfa,000002000000,2006,RRAT,*,*,1.82e-01,3.59e+07,8.35e+11,1.13e+31,3.61e+30,*,*,*,*,*,4.09e+00
B0626+24,J0629+2415,06:29:05.7,+24:15:43.3,-7.000,2.000,*,49438.00,96.629,0.99,*,*,188.817,6.223,97.273867,24.262028,0.476623,2.098095,-8.785e-15,-7.800e-27,*,49438.00,84.18,*,69.50,8.800,21.800,TDB,0.00,31.00,3.20,*,*,*,*,*,*,*,*,*,*,*,*,*,1.67,1.67,9.12,0.18,-0.25,10.14,*,"gb1,gb3,gb4",000000010220,1978,*,*,8.65e+01,8.92e+00,3.78e+06,9.87e+11,7.28e+32,2.61e+32,7.280,57.640,2.00e-15,3.78e+06,9.87e+11,8.55e+01
J0630-0046,J0630-0046,06:30:26.9,-00:46:05.8,*,*,*,54355.00,98.336,-23.988,*,*,211.22,-5.02,97.612317,-0.768292,0.680575,1.469346,-8.092e-15,*,*,54355.00,97.30,*,*,5.710,*,TDB,*,*,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,2.10,2.10,-8.51,-0.18,-1.08,10.29,*,pkspa,000100000000,2013,*,*,*,1.81e+00,2.88e+06,1.62e+12,4.69e+32,1.06e+32,*,*,*,*,*,4.81e+01
B0628-28,J0630-2834,06:30:49.4,-28:34:42.7,-46.300,21.260,3.010,54100.00,100.958,-51.725,*,*,236.952,-16.758,97.705852,-28.57855,1.244419,0.803588,-4.600e-15,-1.180e-26,*,46603.00,34.42,*,46.53,58.200,119.700,TDB,0.00,206.00,23.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.32,2.07,-9.93,-0.09,-0.26,8.67,XRS:RX_J0630.8-2834[bjk+05],"mol1,mol2,pks70,pkshl",000001004011,1969,HE[to05],*,2.11e+01,2.36e+00,2.77e+06,3.01e+12,1.46e+32,1.43e+33,50.948,77.293,7.12e-15,2.77e+06,3.01e+12,1.47e+01
J0631+1036,J0631+1036,06:31:27.5,+10:37:02.5,*,*,*,53850.00,97.921,-12.606,*,*,201.219,0.45,97.864683,10.617361,0.287800,3.474635,-1.264e-12,1.660e-22,*,54750.00,125.36,*,137.00,*,*,TDB,*,1.50,0.94,*,*,*,*,*,*,*,*,*,*,*,*,*,2.10,2.10,0.98,0.02,-0.76,10.46,GRS:2FGL_J0631.5+1035[naa+12],"misc,ar4,palfa",000002420000,1996,"HE[tsn+01,waa+10]",14,6.62e+00,4.15e+00,4.36e+04,5.55e+12,1.73e+35,3.93e+34,*,*,*,*,*,2.18e+03
J0633-2015,J0633-2015,06:33:08.8,-20:15:07.1,*,*,*,53389.00,100.723,-43.383,*,*,229.26,-12.968,98.286917,-20.251972,3.253211,0.307389,-3.609e-16,*,*,53389.00,90.70,*,-5.00,60.000,80.000,TDB,*,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,3.68,3.68,-20.35,-0.83,-2.72,10.84,*,pkshl,000001000000,2006,*,*,*,2.71e+00,1.35e+07,3.57e+12,4.38e+30,3.23e+29,*,*,*,*,*,9.71e-01
J0636-4549,J0636-4549,06:36:33.7,-45:49:32.6,*,*,*,52700.00,107.745,-68.703,*,*,254.547,-21.547,99.1406,-45.825728,1.984597,0.503881,-8.054e-16,*,*,52700.00,26.31,*,*,18.000,39.000,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,0.38,0.38,-9.66,-0.14,-0.34,8.59,*,pkshl,000001000000,2006,*,*,*,1.44e-02,9.91e+06,2.54e+12,1.60e+31,1.11e+32,*,*,*,*,*,3.05e+00
J0646+0905,J0646+0905,06:46:30.9,+09:05:49.3,*,*,*,54689.00,101.83,-13.866,*,*,204.271,3.051,101.629146,9.097028,0.903913,1.106301,-9.004e-16,*,*,54689.00,149.00,*,*,20.270,*,TDB,*,*,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,2.52,2.52,7.93,0.13,-1.03,10.79,*,pkspa,000100000000,2013,*,*,*,2.29e+01,1.95e+07,8.25e+11,3.93e+31,6.19e+30,*,*,*,*,*,1.05e+01
J0647+0913,J0647+0913,06:47:15.6,+09:13:59.5,*,*,*,54195.00,102.007,-13.715,*,*,204.233,3.277,101.815333,9.233194,1.234854,0.809813,-4.211e-15,*,*,54195.00,154.70,*,*,11.620,*,TDB,*,*,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,2.67,2.67,8.84,0.15,-1.09,10.93,*,pkspa,000100000000,2013,*,*,*,1.28e+00,3.05e+06,2.85e+12,1.35e+32,1.89e+31,*,*,*,*,*,1.42e+01
J0652-0142,J0652-0142,06:52:11.1,-01:42:30.3,*,*,*,54031.00,104.357,-24.5,*,*,214.538,-0.613,103.046275,-1.708417,0.924054,1.082188,-1.786e-16,*,*,54031.00,116.30,*,*,23.890,*,TDB,*,*,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,2.32,2.32,-1.24,-0.02,-1.32,10.41,*,pkspa,000100000000,2013,*,*,*,2.21e+00,9.60e+07,3.80e+11,7.63e+30,1.42e+30,*,*,*,*,*,4.51e+00
J0656-2228,J0656-2228,06:56:30.2,-22:28:25.5,*,*,*,52850.00,108.6,-45.005,*,*,233.655,-8.982,104.125862,-22.473764,1.224754,0.816490,-1.780e-17,*,*,52850.00,32.39,*,83.00,16.000,31.000,TDB,*,*,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,1.62,1.62,-5.06,-0.25,-1.29,9.45,*,pkshl,000001000000,2006,*,*,*,1.57e+00,7.27e+08,1.83e+11,5.74e+29,2.19e+29,*,*,*,*,*,9.34e-01
J0658+0022,J0658+0022,06:58:15.2,+00:22:35.3,*,*,*,54322.00,105.766,-22.269,*,*,213.374,1.688,104.563371,0.376472,0.563295,1.775269,-2.884e-14,*,*,54322.00,122.00,*,*,12.670,*,TDB,*,*,0.13,*,*,*,*,*,*,*,*,*,*,*,*,*,2.36,2.36,3.59,0.07,-1.3,10.47,*,pkspa,000100000000,2013,*,*,*,7.24e-01,9.75e+05,2.30e+12,2.02e+33,3.63e+32,*,*,*,*,*,1.21e+02
B0656+14,J0659+1414,06:59:48.1,+14:14:21.5,44.070,-2.400,3.470,49721.00,104.643,-8.443,*,*,201.108,8.258,104.950558,14.239306,0.384891,2.598137,-3.713e-13,7.640e-25,*,49721.00,13.94,*,23.00,18.400,30.000,TDB,0.00,6.50,3.70,*,*,*,*,*,*,*,*,*,*,*,*,*,0.29,0.16,2.00,0.04,-0.1,8.77,"SNR:Monogem_Ring[tbb+03],GRS:2FGL_J0659.",mol2,000000000010,1978,"HE[chmm89,rfk+96,srg+97,w",2,5.40e-01,3.07e-01,1.11e+05,4.66e+12,3.81e+34,4.59e+35,44.135,60.300,5.50e-14,1.11e+05,4.66e+12,7.66e+02
J0711+0931,J0711+0931,07:11:36.1,+09:31:25,*,*,*,51199.50,108.111,-12.797,*,*,206.674,8.776,107.90075,9.523611,1.214090,0.823662,-2.714e-16,*,*,51199.50,46.24,*,*,*,*,TDB,*,2.40,0.04,*,*,*,*,*,*,*,*,*,*,*,*,*,1.17,1.17,7.05,0.18,-0.52,9.53,*,misc,000000400000,2000,*,*,3.29e+00,5.48e-02,4.81e+07,7.05e+11,8.82e+30,6.45e+30,*,*,*,*,*,3.69e+00
J0719-2545,J0719-2545,07:19:07.3,-25:45:00.2,*,*,*,53000.00,116.748,-47.369,*,*,238.934,-5.826,109.78075,-25.750064,0.974725,1.025931,-7.664e-15,*,*,53000.00,253.89,*,164.00,17.000,30.000,TDB,*,*,0.82,*,*,*,*,*,*,*,*,*,*,*,*,*,9.81,9.81,-25.77,-1.0,-8.36,13.54,*,pkshl,000001000000,2006,*,*,*,7.89e+01,2.12e+06,2.70e+12,3.10e+32,3.23e+30,*,*,*,*,*,2.73e+01
J0721-2038,J0721-2038,07:21:42.9,-20:38:07.0,*,*,*,55187.00,116.18,-42.236,*,*,234.669,-2.922,110.42877,-20.635295,0.015542,64.340148,-1.821e-16,*,*,55187.00,76.10,*,*,0.640,*,TDB,*,*,0.63,*,BT,54353.7100,5.4608,9.3790,195.60,1.020e-04,*,*,*,0.4600,0.5483,CO[bkl+13],2.68,2.68,-3.88,-0.14,-2.18,10.05,*,pkspa,000100000000,2013,*,*,*,4.52e+00,5.60e+09,8.37e+08,4.63e+32,6.44e+31,*,*,*,*,*,2.09e+03
J0725-1635,J0725-1635,07:25:00.4,-16:35:45.8,*,*,*,50884.00,116.203,-38.122,*,*,231.473,-0.33,111.251684,-16.59606,0.424311,2.356760,-5.146e-16,1.500e-27,*,50884.00,98.98,*,188.00,4.100,14.000,TDB,*,4.00,0.33,*,*,*,*,*,*,*,*,*,*,*,*,*,2.78,2.78,-0.57,-0.02,-2.17,10.23,*,"pks70,pksmb",000000044000,1996,*,*,3.09e+01,2.55e+00,7.26e+07,2.01e+11,4.79e+31,6.19e+30,*,*,*,*,*,2.46e+01
J0726-2612,J0726-2612,07:26:08.1,-26:12:38.1,*,*,*,52950.00,119.168,-47.493,*,*,240.079,-4.644,111.533833,-26.210583,3.442308,0.290503,-2.474e-14,*,*,52950.00,69.40,*,126.00,31.000,104.000,TDB,*,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,2.90,2.90,-5.62,-0.23,-2.51,9.94,XRS:1RXS_J072559.8-261229[skk11],pkshl,000001000000,2006,*,*,*,1.68e+00,1.86e+05,3.21e+13,2.84e+32,3.37e+31,*,*,*,*,*,7.39e+00
