NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
J1830-0052,J1830-0052,18:30:30.7,-00:52:54.0,*,*,*,53276.00,278.25,22.339,*,*,29.755,4.251,277.627917,-0.881667,0.345698,2.892698,-1.980e-15,*,*,53276.00,220.40,*,*,9.300,*,TDB,*,*,0.04,*,*,*,*,*,*,*,*,*,*,*,*,*,10.25,10.25,16.34,0.76,5.07,-0.37,*,pksmb,000000040000,2006,*,*,*,4.20e+00,2.31e+07,2.89e+11,2.26e+32,2.15e+30,*,*,*,*,*,6.57e+01
J1830-0131,J1830-0131,18:30:19.6,-01:31:48.1,*,*,*,53095.00,278.161,21.695,*,*,29.156,3.994,277.581717,-1.530028,0.457536,2.185621,-3.018e-14,*,*,53095.00,95.70,*,*,*,*,TDB,*,*,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,3.50,3.50,6.67,0.24,1.7,5.45,*,"pksmb,htru_pks",000010040000,2006,*,*,*,4.29e+00,1.15e+06,1.72e+12,2.60e+33,2.13e+32,*,*,*,*,*,1.68e+02
J1830-10,J1830-10,18:30:06,-10:39,*,*,*,56657.00,277.578,12.592,*,*,21.036,-0.169,277.525,-10.65,0.245260,4.077306,*,*,*,56657.00,203.00,*,*,5.360,12.700,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,3.42,3.42,-0.60,-0.01,1.23,5.31,*,htru_pks,000010000000,2015,*,*,*,1.17e+00,*,*,*,*,*,*,*,*,*,*
B1828-11,J1830-1059,18:30:47.5,-10:59:27.9,*,*,*,49621.00,277.733,12.242,*,*,20.812,-0.478,277.698196,-10.991091,0.405043,2.468872,-3.659e-13,8.720e-25,*,49621.00,159.70,*,47.00,3.200,6.300,TDB,0.00,2.10,1.40,*,*,*,*,*,*,*,*,*,*,*,*,*,3.15,3.15,-1.33,-0.03,1.12,5.56,*,"jb2,pksmb,htru_pks",000010040100,1987,*,*,2.08e+01,1.39e+01,1.07e+05,4.99e+12,3.57e+34,3.59e+33,*,*,*,*,*,7.04e+02
J1830-1135,J1830-1135,18:30:01.7,-11:35:32,*,*,*,51563.00,277.509,11.652,*,*,20.193,-0.59,277.507167,-11.592222,6.221553,0.160732,-1.234e-15,7.000e-26,*,51563.00,257.00,*,249.40,62.200,171.000,TDB,*,*,1.10,*,*,*,*,*,*,*,*,*,*,*,*,*,3.76,3.76,-2.65,-0.04,1.3,4.97,*,"pksmb,htru_pks",000010040000,2002,*,1,*,1.56e+01,2.06e+06,1.74e+13,7.83e+30,5.54e+29,*,*,*,*,*,6.79e-01
J1830-1313,J1830-1313,18:30:41.9,-13:13:16.2,*,*,*,54211.70,277.587,10.016,*,*,18.824,-1.49,277.674917,-13.221167,0.747188,1.338352,-3.070e-15,*,*,54211.70,537.00,*,*,38.000,*,TDB,*,*,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,12.63,12.63,-13.96,-0.33,4.07,-3.45,*,"pksmb,htru_pks",000010040000,2009,*,*,*,4.15e+01,6.91e+06,1.15e+12,1.62e+32,1.02e+30,*,*,*,*,*,2.57e+01
J1830-1414,J1830-1414,18:30:00.3,-14:14:37,*,*,*,52265.00,277.361,9.004,*,*,17.839,-1.813,277.501458,-14.243611,0.771493,1.296189,-1.280e-16,*,*,52265.00,393.60,*,*,11.000,*,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,10.08,10.08,-12.45,-0.32,3.09,-1.09,*,pksmb,000000040000,2006,*,*,*,1.02e+01,1.60e+08,2.45e+11,6.55e+30,6.45e+28,*,*,*,*,*,5.01e+00
J1831-0823,J1831-0823,18:31:36.3,-08:23:23.9,*,*,*,51763.00,278.087,14.828,*,*,23.211,0.548,277.901392,-8.389972,0.612133,1.633632,-8.250e-16,*,*,51763.00,245.90,*,54.30,14.000,23.000,TDB,*,*,0.97,*,*,*,*,*,*,*,*,*,*,*,*,*,3.89,3.89,2.35,0.04,1.53,4.93,*,"pksmb,htru_pks",000010040000,2004,*,*,*,1.47e+01,3.14e+07,4.40e+11,5.32e+31,3.52e+30,*,*,*,*,*,1.80e+01
J1831-0952,J1831-0952,18:31:34.3,-09:52:01.7,*,*,*,52412.00,277.993,13.353,*,*,21.897,-0.128,277.892933,-9.867139,0.067267,14.866165,-1.840e-12,1.240e-23,*,52412.00,247.00,*,0.20,8.000,*,TDB,*,*,0.33,*,*,*,*,*,*,*,*,*,*,*,*,*,3.68,3.68,-0.55,-0.01,1.37,5.09,*,"pksmb,htru_pks",000010040000,2006,HE[lsg+15],*,*,4.47e+00,1.28e+05,7.57e+11,1.08e+36,7.97e+34,*,*,*,*,*,2.33e+04
J1831-1223,J1831-1223,18:31:12.8,-12:23:31,*,*,*,51704.00,277.76,10.837,*,*,19.618,-1.217,277.803458,-12.391944,2.857941,0.349902,-6.700e-16,*,*,51704.00,342.00,*,-41.30,98.000,122.000,TDB,*,*,1.20,*,*,*,*,*,*,*,*,*,*,*,*,*,4.88,4.88,-7.27,-0.1,1.64,3.9,*,"pksmb,htru_pks",000010040000,2002,*,*,*,2.86e+01,8.27e+06,4.00e+12,9.26e+30,3.89e+29,*,*,*,*,*,1.61e+00
J1831-1329,J1831-1329,18:31:55.9,-13:29:56,*,*,*,51494.00,277.875,9.722,*,*,18.716,-1.884,277.983167,-13.498889,2.165679,0.461749,-6.370e-16,*,*,51494.00,338.00,*,374.00,47.100,82.000,TDB,*,*,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,6.30,6.30,-11.11,-0.21,2.02,2.54,*,"pksmb,htru_pks",000010040000,2002,*,*,*,1.98e+01,1.15e+07,2.57e+12,1.16e+31,2.93e+29,*,*,*,*,*,2.38e+00
J1831-1423,J1831-1423,18:31:29.1,-14:23:46,*,*,*,52109.00,277.715,8.833,*,*,17.87,-2.201,277.87125,-14.396111,0.507945,1.968716,-4.243e-15,*,*,52109.00,352.00,*,*,23.000,*,TDB,*,*,0.19,*,*,*,*,*,*,*,*,*,*,*,*,*,10.12,10.12,-13.52,-0.39,3.1,-1.12,*,pksmb,000000040000,2004,*,*,*,1.95e+01,7.35e+06,7.55e+11,3.30e+32,3.22e+30,*,*,*,*,*,5.40e+01
J1832+0029,J1832+0029,18:32:50.7,+00:29:27,*,*,*,53344.00,278.971,23.675,*,*,31.247,4.36,278.21125,0.490833,0.533917,1.872949,-5.300e-15,*,*,53344.00,28.30,*,*,7.100,*,TDB,*,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,1.04,1.04,2.15,0.08,0.54,7.61,*,pksmb,000000040000,2006,*,*,*,1.51e-01,5.60e+06,9.09e+11,3.92e+32,3.62e+32,*,*,*,*,*,5.60e+01
J1832-0644,J1832-0644,18:32:42.6,-06:44:01.8,*,*,*,51489.00,278.471,16.465,*,*,24.806,1.07,278.177792,-6.733833,0.744295,1.343553,-6.695e-14,*,*,51489.00,578.00,*,226.00,27.300,*,TDB,*,*,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,10.37,10.37,10.79,0.19,4.35,-0.91,*,"pksmb,htru_pks",000010040000,2002,*,*,*,7.53e+01,3.18e+05,5.32e+12,3.55e+33,3.30e+31,*,*,*,*,*,1.21e+02
B1829-08,J1832-0827,18:32:37.0,-08:27:03.6,-4.000,20.000,*,49442.00,278.342,14.752,*,*,23.272,0.298,278.15425,-8.451011,0.647293,1.544896,-1.525e-13,1.900e-26,*,49442.00,300.87,*,39.00,7.100,25.000,TDB,0.00,9.40,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,5.20,4.05,1.56,0.03,2.05,3.72,*,"jb2,pksmb,htru_pks",000010040100,1986,*,*,2.54e+02,5.68e+01,1.61e+05,6.51e+12,9.30e+33,3.44e+32,20.396,502.825,6.39e-14,1.61e+05,6.51e+12,2.25e+02
B1829-10,J1832-1021,18:32:40.8,-10:21:32.7,*,*,*,49459.00,278.244,12.847,-13.000,*,21.587,-0.597,278.170278,-10.359104,0.330354,3.027055,-3.850e-14,2.000e-25,*,49459.00,475.70,*,103.80,8.400,18.000,TDB,0.02,3.40,1.30,*,*,*,*,*,*,*,*,*,*,*,*,*,4.69,4.69,-4.96,-0.05,1.73,4.14,*,"jb2,pks70,pksmb,htru_pks",000010044100,1986,*,*,7.48e+01,2.86e+01,1.25e+06,1.19e+12,4.60e+33,2.09e+32,*,*,*,*,*,3.10e+02
J1833-0209,J1833-0209,18:33:05.4,-02:09:16.4,*,*,*,56614.00,278.861,21.031,*,*,28.918,3.094,278.272546,-2.154556,0.291931,3.425471,-3.232e-14,*,*,56614.00,325.40,*,*,17.400,30.700,TDB,*,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,13.33,13.33,17.57,0.72,6.44,-3.15,*,htru_pks,000010000000,2015,*,*,*,1.07e+01,1.68e+06,9.07e+11,4.37e+33,2.46e+31,*,*,*,*,*,3.42e+02
B1831-03,J1833-0338,18:33:41.9,-03:39:04.3,*,*,*,49698.00,278.925,19.527,*,*,27.657,2.272,278.424644,-3.651203,0.686704,1.456231,-8.814e-14,1.430e-25,*,49698.00,234.54,*,-41.00,7.500,23.000,TDB,0.00,89.00,2.80,*,*,*,*,*,*,*,*,*,*,*,*,*,5.17,5.17,9.30,0.2,2.4,3.92,*,"jb1,mol2,gb3,pks70,pksmb,htru_pks",000010044212,1972,*,*,2.38e+03,7.48e+01,2.62e+05,5.41e+12,5.07e+33,1.90e+32,*,*,*,*,*,1.57e+02
J1833-0556,J1833-0556,18:33:38.8,-05:56:05,*,*,*,52166.00,278.764,17.249,*,*,25.623,1.232,278.412,-5.934722,1.521545,0.657227,-5.530e-16,*,*,52166.00,461.00,*,*,69.000,*,TDB,*,*,0.20,*,*,*,*,*,*,*,*,*,*,*,*,*,9.38,9.38,9.91,0.2,4.06,0.04,*,pksmb,000000040000,2004,*,*,*,1.76e+01,1.88e+07,1.41e+12,1.43e+31,1.63e+29,*,*,*,*,*,3.76e+00
J1833-0559,J1833-0559,18:33:07.6,-05:59:25,*,*,*,51719.00,278.625,17.201,*,*,25.514,1.321,278.281667,-5.990278,0.483459,2.068428,-5.283e-14,*,*,51719.00,353.00,*,*,41.400,*,TDB,*,*,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,7.12,7.12,8.14,0.16,3.07,2.08,*,"pksmb,htru_pks",000010040000,2002,*,*,*,3.04e+01,6.20e+05,2.47e+12,4.31e+33,8.51e+31,*,*,*,*,*,2.05e+02
B1830-08,J1833-0827,18:33:40.3,-08:27:31.2,*,*,*,50483.00,278.611,14.729,-30.000,15.000,23.386,0.063,278.417917,-8.458679,0.085284,11.725494,-1.261e-12,-1.301e-24,*,50483.00,410.95,-0.130,-470.00,4.900,15.000,TDB,0.01,*,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,4.50,4.38,0.45,0.0,1.79,4.37,XRS:PWN[eit+11],"jb2,pksmb,htru_pks",000010040100,1986,*,2,*,7.29e+01,1.47e+05,8.95e+11,5.84e+35,2.88e+34,33.541,715.576,9.17e-15,1.47e+05,8.95e+11,1.35e+04
J1833-1034,J1833-1034,18:33:33.5,-10:34:07.5,*,*,*,54575.00,278.452,12.625,*,*,21.501,-0.885,278.389875,-10.56875,0.061884,16.159357,-5.275e-11,3.197e-22,*,54575.00,169.50,*,*,2.500,*,TDB,*,*,0.07,*,*,*,*,*,*,*,*,*,*,*,*,*,4.10,3.36,-2.62,-0.06,1.5,4.69,"SNR:G21.5-0.9[gmga05],GRS:2FGL_J1833.6-1",misc,000000400000,2005,HE,4,*,1.19e+00,4.85e+03,3.58e+12,3.37e+37,2.00e+36,*,*,*,*,*,1.42e+05
J1833-1055,J1833-1055,18:33:58.4,-10:55:31,*,*,*,51360.00,278.534,12.263,*,*,21.231,-1.14,278.493333,-10.925278,0.633640,1.578182,-1.312e-15,*,*,51360.00,543.00,*,42.00,24.200,*,TDB,*,*,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,7.70,7.70,-10.80,-0.15,2.79,1.32,*,"pksmb,htru_pks",000010040000,2002,*,*,*,2.96e+01,1.91e+07,5.85e+11,8.17e+31,1.38e+30,*,*,*,*,*,2.15e+01
B1831-00,J1834-0010,18:34:17.2,-00:10:53.3,*,*,*,49123.00,279.317,22.981,*,*,30.812,3.732,278.5719,-0.181467,0.520954,1.919554,-3.880e-17,-3.200e-28,*,49123.00,88.65,*,*,30.200,34.700,TDB,*,5.10,0.29,*,ELL1,*,1.8111,0.7227,63.43,4.472e-03,46458.0289,4.000e-03,2.000e-03,0.0627,0.0728,UL[vbjj05],3.35,3.35,5.77,0.22,1.71,5.63,*,"gb2,pksmb",000000040040,1985,*,*,5.72e+01,3.25e+00,7.84e+08,7.49e+10,2.94e+30,2.62e+29,*,*,*,*,*,4.97e+00
J1834-0031,J1834-0031,18:34:51.0,-00:31:34.3,*,*,*,53030.00,279.446,22.628,*,*,30.57,3.449,278.712888,-0.526194,0.329532,3.034607,-4.131e-15,*,*,53030.00,155.10,*,*,*,*,TDB,*,*,0.17,*,*,*,*,*,*,*,*,*,*,*,*,*,4.68,4.68,9.33,0.28,2.38,4.48,*,pksmb,000000040000,2006,*,*,*,3.72e+00,1.16e+07,3.89e+11,4.95e+32,2.26e+31,*,*,*,*,*,1.02e+02
B1831-04,J1834-0426,18:34:25.6,-04:26:15.8,*,*,*,49714.00,279.064,18.731,-0.500,*,27.042,1.749,278.606678,-4.437733,0.290108,3.446990,-8.549e-16,1.630e-26,*,49714.00,79.31,*,100.00,84.000,99.000,TDB,0.00,77.00,5.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.49,2.49,2.42,0.08,1.13,6.28,*,"jb1,mol2,gb2,gb3,pks70,pksmb,htru_p",000010044252,1973,*,*,4.77e+02,3.10e+01,6.39e+07,1.46e+11,1.16e+32,1.88e+31,*,*,*,*,*,5.61e+01
J1834-0602,J1834-0602,18:34:37.9,-06:02:35,*,*,*,51704.00,279.012,17.126,*,*,25.64,0.965,278.658208,-6.043056,0.487914,2.049543,-7.680e-15,*,*,51704.00,445.00,*,380.00,16.800,35.000,TDB,*,*,0.80,*,*,*,*,*,*,*,*,*,*,*,*,*,6.30,6.30,7.49,0.11,2.73,2.82,*,"pksmb,htru_pks",000010040000,2002,*,*,*,3.18e+01,4.23e+06,9.56e+11,6.21e+32,1.57e+31,*,*,*,*,*,7.71e+01
J1834-0633,J1834-0633,18:34:29.2,-06:33:01.1,*,*,*,52333.00,278.942,16.622,*,*,25.173,0.763,278.621875,-6.550306,0.317315,3.151444,-6.000e-15,*,*,52333.00,707.00,*,*,101.600,*,TDB,*,*,0.28,*,*,*,*,*,*,*,*,*,*,*,*,*,8.29,8.29,9.42,0.11,3.53,1.0,*,"pksmb,htru_pks",000010040000,2004,*,*,*,1.92e+01,8.32e+06,4.43e+11,7.46e+32,1.09e+31,*,*,*,*,*,1.30e+02
J1834-0731,J1834-0731,18:34:16.0,-07:31:07,*,*,*,52323.00,278.822,15.659,*,*,24.288,0.366,278.566667,-7.518611,0.512980,1.949394,-2.212e-13,*,*,52323.00,294.00,*,92.60,30.000,*,TDB,*,*,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,4.10,4.10,1.88,0.03,1.69,4.76,*,"pksmb,htru_pks",000010040000,2004,*,1,*,1.68e+01,1.40e+05,5.53e+12,1.70e+34,1.01e+33,*,*,*,*,*,3.84e+02
J1834-0742,J1834-0742,18:34:31.3,-07:42:20.6,*,*,*,52145.00,278.876,15.468,*,*,24.151,0.223,278.6305,-7.705722,0.788354,1.268466,-5.224e-14,*,*,52145.00,552.00,*,*,18.000,*,TDB,*,*,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,4.91,4.91,2.15,0.02,2.01,4.02,*,"pksmb,htru_pks",000010040000,2004,*,*,*,8.44e+00,3.85e+05,5.12e+12,2.62e+33,1.09e+32,*,*,*,*,*,9.80e+01
J1834-09,J1834-09,18:34:36,-09:15,*,*,*,56657.00,278.797,13.926,*,*,22.789,-0.505,278.65,-9.25,0.512327,1.951877,*,*,*,56657.00,529.00,*,*,64.500,152.000,TDB,*,*,0.17,*,*,*,*,*,*,*,*,*,*,*,*,*,4.86,4.86,-4.66,-0.04,1.88,4.02,*,htru_pks,000010000000,2015,*,*,*,4.02e+00,*,*,*,*,*,*,*,*,*,*
J1834-1202,J1834-1202,18:34:23.1,-12:02:26.4,*,*,*,52366.00,278.569,11.143,*,*,20.287,-1.743,278.596333,-12.040667,0.610259,1.638649,-1.810e-17,*,*,52366.00,342.40,*,-253.00,63.000,87.000,TDB,*,*,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,6.11,6.11,-10.41,-0.19,2.12,2.77,*,"pksmb,htru_pks",000010040000,2004,*,*,*,2.61e+01,1.43e+09,6.49e+10,1.17e+30,3.14e+28,*,*,*,*,*,2.68e+00
J1834-1710,J1834-1710,18:34:53.4,-17:10:50,*,*,*,51892.00,278.377,6.005,*,*,15.768,-4.206,278.722504,-17.180556,0.358306,2.790910,-3.653e-16,*,*,51892.00,123.80,*,226.00,14.000,21.000,TDB,*,*,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,3.41,3.41,-9.08,-0.25,0.92,5.23,*,"pksmb,htru_pks",000010040000,2003,*,*,*,1.16e+01,1.21e+08,1.31e+11,4.03e+31,3.46e+30,*,*,*,*,*,2.67e+01
J1834-1855,J1834-1855,18:34:45.9,-18:55:59,*,*,*,53108.00,278.241,4.258,*,*,14.189,-4.977,278.691417,-18.933056,1.465656,0.682288,-8.990e-16,*,*,53108.00,185.20,*,52.20,46.000,*,TDB,*,*,0.39,*,*,*,*,*,*,*,*,*,*,*,*,*,8.12,8.12,-16.07,-0.7,1.98,0.66,*,"pksmb,htru_pks",000010040000,2006,*,*,*,2.57e+01,1.20e+07,1.70e+12,2.42e+31,3.67e+29,*,*,*,*,*,5.07e+00
J1835-0114,J1835-0114,18:35:21.9,-01:14:33.6,*,*,*,54786.80,279.533,21.905,*,*,29.99,3.007,278.841325,-1.242669,0.005116,195.450398,-2.674e-16,*,*,54786.80,98.00,*,*,0.200,*,TDB,*,*,0.10,*,BT,54540.7000,6.6925,4.6544,-3.00,1.100e-05,*,*,*,0.1780,0.2083,He[eklk13],3.45,3.45,5.14,0.18,1.72,5.52,*,pksmb,000000040000,2009,*,*,*,1.19e+00,1.16e+10,1.92e+08,2.06e+33,1.73e+32,*,*,*,*,*,1.34e+04
J1835-0349,J1835-0349,18:35:12.9,-03:49:09.9,*,*,*,53125.00,279.314,19.336,*,*,27.681,1.858,278.803942,-3.819417,0.841865,1.187840,-4.315e-15,*,*,53125.00,269.60,*,*,15.000,28.000,TDB,*,*,0.16,*,*,*,*,*,*,*,*,*,*,*,*,*,5.51,5.51,8.74,0.18,2.56,3.62,*,pksmb,000000040000,2006,*,*,*,4.86e+00,4.36e+06,1.62e+12,2.02e+32,6.66e+30,*,*,*,*,*,2.55e+01
J1835-0522,J1835-0522,18:35:08.1,-05:22:08,*,*,*,52331.00,279.188,17.791,*,*,26.296,1.164,278.783833,-5.368889,1.087749,0.919330,-4.000e-16,*,*,52331.00,456.00,*,*,23.000,*,TDB,*,*,0.23,*,*,*,*,*,*,*,*,*,*,*,*,*,8.77,8.77,9.26,0.18,3.88,0.64,*,pksmb,000000040000,2004,*,*,*,1.77e+01,3.64e+07,7.26e+11,1.45e+31,1.89e+29,*,*,*,*,*,5.29e+00
B1832-06,J1835-0643,18:35:05.5,-06:43:06.4,*,*,*,49533.00,279.087,16.445,*,*,25.093,0.552,278.773174,-6.718433,0.305830,3.269789,-4.325e-13,8.700e-25,*,49533.00,467.90,*,44.00,32.000,60.500,TDB,0.11,*,1.30,*,*,*,*,*,*,*,*,*,*,*,*,*,5.04,5.04,4.51,0.05,2.14,3.94,*,"jb2,pksmb,htru_pks",000010040100,1986,*,*,*,3.30e+01,1.20e+05,3.56e+12,5.58e+34,2.20e+33,*,*,*,*,*,1.17e+03
J1835-0924,J1835-0924,18:35:38.0,-09:24:27,*,*,*,51720.00,279.049,13.752,*,*,22.767,-0.804,278.908417,-9.4075,0.859192,1.163884,-2.898e-14,*,*,51720.00,471.00,*,*,41.600,*,TDB,*,*,0.55,*,*,*,*,*,*,*,*,*,*,*,*,*,5.03,5.03,-6.61,-0.07,1.95,3.86,*,"pksmb,htru_pks",000010040000,2002,*,*,*,1.39e+01,6.36e+05,4.34e+12,1.33e+33,5.26e+31,*,*,*,*,*,6.41e+01
J1835-0944,J1835-0944,18:35:46.6,-09:44:29,*,*,*,53663.90,279.064,13.417,*,*,22.486,-0.989,278.944417,-9.741389,0.145347,6.880095,-2.078e-13,*,*,53663.90,276.20,*,236.20,7.300,*,TDB,*,*,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,4.22,4.22,-4.77,-0.07,1.61,4.6,*,"pksmb,htru_pks",000010040000,2006,*,*,*,7.30e+00,5.25e+05,8.08e+11,5.64e+34,3.17e+33,*,*,*,*,*,2.47e+03
J1835-0946,J1835-0946,18:35:44.8,-09:46:38,*,*,*,53663.00,279.054,13.382,*,*,22.451,-0.999,278.936917,-9.777222,0.379536,2.634795,-3.000e-16,*,*,53663.00,193.30,*,*,4.000,7.200,TDB,*,*,0.18,*,*,*,*,*,*,*,*,*,*,*,*,*,3.63,3.63,-3.37,-0.06,1.39,5.15,*,"pksmb,htru_pks",000010040000,2006,*,*,*,2.37e+00,1.39e+08,1.30e+11,3.12e+31,2.37e+30,*,*,*,*,*,2.22e+01
J1835-1020,J1835-1020,18:35:57.5,-10:20:04.5,25.000,4.000,*,54369.00,279.071,12.822,*,*,21.98,-1.302,278.98991,-10.334583,0.302450,3.306336,-6.470e-14,*,*,54369.00,113.70,*,142.80,5.700,10.000,TDB,0.00,*,1.96,*,*,*,*,*,*,*,*,*,*,*,*,*,2.87,2.87,-2.58,-0.07,1.07,5.84,*,"pksmb,htru_pks",000010040000,2002,*,*,*,1.61e+01,8.10e+05,1.35e+12,8.45e+33,1.03e+33,25.318,344.491,5.92e-15,8.10e+05,1.35e+12,4.59e+02
J1835-1106,J1835-1106,18:35:18.2,-11:06:15.1,27.000,56.000,*,49445.70,278.857,12.064,*,*,21.222,-1.512,278.826196,-11.104194,0.165907,6.027474,-7.488e-13,*,*,49445.70,132.68,*,42.90,4.700,9.400,TDB,0.00,30.00,2.20,*,*,*,*,*,*,*,*,*,*,*,*,*,3.16,3.16,-3.50,-0.08,1.14,5.56,*,"pks70,pksmb,htru_pks",000010044000,1996,*,1,3.00e+02,2.20e+01,1.28e+05,1.87e+12,1.78e+35,1.78e+34,62.169,931.384,2.06e-14,1.28e+05,1.87e+12,3.84e+03
J1835-1548,J1835-1548,18:35:50.3,-15:48:38,*,*,*,53140.00,278.69,7.359,*,*,17.094,-3.784,278.959708,-15.810556,0.670486,1.491456,-3.870e-15,*,*,53140.00,327.00,*,*,17.000,*,TDB,*,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,19.53,19.53,-21.58,-1.29,5.73,-10.13,*,pksmb,000000040000,2006,*,*,*,2.29e+01,6.11e+06,1.09e+12,2.28e+32,5.97e+29,*,*,*,*,*,3.40e+01
B1834-04,J1836-0436,18:36:51.7,-04:36:37.6,*,*,*,49532.00,279.692,18.519,-1.800,12.000,27.167,1.13,279.215793,-4.610466,0.354237,2.822973,-1.324e-14,-8.700e-26,*,49532.00,231.50,*,14.90,9.100,17.000,TDB,0.00,*,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,4.36,4.36,4.57,0.09,1.99,4.62,*,"jb2,pksmb,htru_pks",000010040100,1986,*,*,*,3.42e+01,3.38e+06,7.76e+11,1.48e+33,7.76e+31,12.134,250.822,1.66e-15,3.38e+06,7.76e+11,1.64e+02
J1836-0517,J1836-0517,18:36:25.2,-05:17:35,*,*,*,52156.00,279.528,17.846,*,*,26.51,0.915,279.105,-5.293056,0.457245,2.187011,-6.227e-15,*,*,52156.00,564.00,*,*,13.000,*,TDB,*,*,0.15,*,*,*,*,*,*,*,*,*,*,*,*,*,8.25,8.25,9.00,0.13,3.68,1.12,*,pksmb,000000040000,2004,*,*,*,1.02e+01,5.56e+06,7.81e+11,5.38e+32,7.90e+30,*,*,*,*,*,7.66e+01
B1834-10,J1836-1008,18:36:53.9,-10:08:08.3,18.000,12.000,*,48880.00,279.321,13.006,*,*,22.263,-1.415,279.224691,-10.135653,0.562711,1.777112,-3.726e-14,-1.950e-25,*,48880.00,316.98,*,826.60,8.700,17.000,TDB,0.00,54.00,3.70,*,*,*,*,*,*,*,*,*,*,*,*,*,5.36,5.36,-7.83,-0.13,2.03,3.54,*,"mol2,pks70,pksmb,htru_pks",000010044010,1978,*,*,1.55e+03,1.06e+02,7.56e+05,2.61e+12,2.61e+33,9.10e+31,21.633,549.736,1.18e-14,7.56e+05,2.61e+12,1.37e+02
J1836-11,J1836-11,18:36:06,-11:17,*,*,*,56657.00,279.044,11.873,*,*,21.153,-1.768,279.025,-11.283333,0.496193,2.015344,*,*,*,56657.00,326.00,*,*,25.700,55.100,TDB,*,*,0.12,*,*,*,*,*,*,*,*,*,*,*,*,*,6.07,6.07,-10.06,-0.19,2.19,2.84,*,htru_pks,000010000000,2015,*,*,*,4.42e+00,*,*,*,*,*,*,*,*,*,*
J1836-1324,J1836-1324,18:36:52.2,-13:24:33.6,*,*,*,53277.00,279.097,9.739,*,*,19.348,-2.91,279.217863,-13.409333,0.178756,5.594207,-3.244e-14,*,*,53277.00,157.33,*,*,2.400,41.000,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,3.64,3.64,-7.99,-0.18,1.2,5.07,*,"pksmb,htru_pks",000010040000,2006,*,*,*,1.32e+00,2.73e+06,4.36e+11,7.16e+33,5.41e+32,*,*,*,*,*,7.15e+02
J1837-0045,J1837-0045,18:37:32.1,-00:45:10.6,*,*,*,51019.00,280.154,22.356,*,*,30.675,2.749,279.383975,-0.752956,0.617037,1.620649,-4.424e-15,-3.800e-27,*,51019.00,86.98,*,131.60,9.600,40.000,TDB,*,10.00,0.61,*,*,*,*,*,*,*,*,*,*,*,*,*,3.14,3.14,4.17,0.15,1.6,5.8,*,"pks70,pksmb",000000044000,1996,*,*,9.86e+01,6.01e+00,5.80e+06,1.03e+12,2.83e+32,2.87e+31,*,*,*,*,*,4.12e+01
J1837+0053,J1837+0053,18:37:28.4,+00:53:13,*,*,*,53094.00,280.263,23.993,*,*,32.129,3.511,279.368542,0.886944,0.473513,2.111877,-1.680e-16,*,*,53094.00,124.00,*,*,53.000,*,TDB,*,*,0.34,*,*,*,*,*,*,*,*,*,*,*,*,*,4.25,4.25,7.59,0.26,2.26,4.91,*,pksmb,000000040000,2006,*,*,*,6.14e+00,1.99e+08,1.35e+11,1.40e+31,7.75e+29,*,*,*,*,*,1.19e+01
