"Source Name","Association","RA","Dec","Gal l","Gal b","Flux 1-100 GeV(photons cm-2s-1)","+/-","Spectral Index","+/-","Variability Index","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J1028.3-7419",,"157.089","-74.3271","293.561","-14.1202","2.92116e-10","8.51388e-11","2.69005","0.161413","34.4225","Unassociated","Link","Link","Link"
"3FGL J1030.0-5809",,"157.509","-58.1535","285.157","-0.24776","1.01808e-9","4.51099e-10","1.79229","0.229607","50.1325","Unassociated","Link","Link","Link"
"3FGL J1031.4-5855",,"157.864","-58.9203","285.709","-0.811139","1.03838e-9","2.59129e-10","2.08508","0.144035","40.8409","Unassociated","Link","Link","Link"
"3FGL J1033.0-5945",,"158.266","-59.7513","286.308","-1.4227","2.36059e-9","2.435e-10","2.37961","0.0630583","38.3102","Unassociated","Link","Link","Link"
"3FGL J1033.4-5035",,"158.374","-50.5946","281.724","6.50911","8.94851e-10","1.15924e-10","2.01941","0.0986345","46.5636","Unassociated","Link","Link","Link"
"3FGL J1034.0-5731c",,"158.516","-57.5174","285.295","0.572408","1.84051e-9","2.63124e-10","2.28352","0.0812357","57.4041","Unassociated","Link","Link","Link"
"3FGL J1035.7-6720",,"158.926","-67.3335","290.391","-7.82838","3.58609e-9","1.94244e-10","1.95648","0.0690057","47.0123","Unassociated","Link","Link","Link"
"3FGL J1036.4-4348",,"159.113","-43.812","278.678","12.6117","3.64823e-10","8.39807e-11","2.27681","0.154828","40.1633","Unassociated","Link","Link","Link"
"3FGL J1037.2-6052",,"159.319","-60.8748","287.321","-2.13639","1.33628e-9","2.30877e-10","2.75952","0.293771","41.2709","Unassociated","Link","Link","Link"
"3FGL J1037.9-5843",,"159.488","-58.73","286.342","-0.225859","3.57564e-9","3.6847e-10","2.59208","0.152773","38.8764","Unassociated","Link","Link","Link"
"3FGL J1038.0-2425",,"159.519","-24.431","267.943","29.2322","3.18827e-10","7.18547e-11","2.39666","0.153804","59.0823","Unassociated","Link","Link","Link"
"3FGL J1039.1-5809",,"159.789","-58.1572","286.2","0.35094","2.50236e-9","3.5161e-10","2.69346","0.237937","37.4643","Unassociated","Link","Link","Link"
"3FGL J1039.5+7324",,"159.885","73.409","134.735","40.5559","3.07936e-10","6.69697e-11","2.09385","0.164172","62.3911","Unassociated","Link","Link","Link"
"3FGL J1040.5-5926c",,"160.137","-59.4335","286.975","-0.679244","1.5763e-9","3.13651e-10","2.16679","0.102781","35.2044","Unassociated","Link","Link","Link"
"3FGL J1043.6-5930",,"160.905","-59.5046","287.352","-0.555973","1.92561e-9","4.51501e-10","2.06591","0.108504","35.6839","Unassociated","Link","Link","Link"
"3FGL J1043.8-5851",,"160.974","-58.8588","287.079","0.0304668","6.99699e-10","2.49199e-10","1.9263","0.181957","37.3594","Unassociated","Link","Link","Link"
"3FGL J1045.3-6414",,"161.33","-64.2425","289.753","-4.64712","7.61945e-10","1.29603e-10","2.48948","0.0964878","46.9161","Unassociated","Link","Link","Link"
"3FGL J1045.5-2335",,"161.397","-23.5914","269.063","30.8779","2.66264e-10","7.04712e-11","2.36754","0.177189","42.316","Unassociated","Link","Link","Link"
"3FGL J1047.3-6005",,"161.844","-60.0983","288.046","-0.862109","3.50738e-9","4.258e-10","2.63571","0.183823","49.038","Unassociated","Link","Link","Link"
"3FGL J1047.8-3737",,"161.968","-37.6253","277.451","19.0576","3.83282e-10","8.2823e-11","1.89514","0.180881","46.5198","Unassociated","Link","Link","Link"
"3FGL J1048.2-5928",,"162.055","-59.4765","287.856","-0.260513","3.92918e-9","4.38619e-10","2.81133","0.266181","65.7791","Unassociated","Link","Link","Link"
"3FGL J1048.8-5006",,"162.206","-50.1061","283.645","8.11742","4.24785e-10","9.92413e-11","2.29859","0.166874","38.7293","Unassociated","Link","Link","Link"
"3FGL J1049.7+1548",,"162.433","15.8069","228.514","59.6105","4.23399e-10","7.4741e-11","2.15299","0.130023","58.3906","Unassociated","Link","Link","Link"
"3FGL J1050.4+0435",,"162.617","4.5994","245.55","53.4129","1.06324e-9","1.08524e-10","2.4701","0.0604774","371.271","Unassociated","Link","Link","Link"
"3FGL J1050.6-6112",,"162.675","-61.2121","288.914","-1.67041","1.06281e-9","2.05492e-10","2.35214","0.103355","28.7887","Unassociated","Link","Link","Link"
"3FGL J1051.0+5332",,"162.763","53.5492","154.68","55.5139","1.24547e-10","4.3261e-11","2.86674","0.197535","51.9358","Unassociated","Link","Link","Link"
"3FGL J1052.0+0816",,"163.018","8.281","241.059","56.0582","2.7224e-10","6.79262e-11","2.22353","0.163136","36.6082","Unassociated","Link","Link","Link"
"3FGL J1054.2-3123",,"163.569","-31.3918","275.456","25.1552","2.7832e-10","7.05859e-11","2.71917","0.131091","60.4632","Unassociated","Link","Link","Link"
"3FGL J1054.7-6006",,"163.697","-60.1107","288.878","-0.461085","1.9725e-9","3.32779e-10","2.17661","0.0930418","41.3414","Unassociated","Link","Link","Link"
"3FGL J1056.7-5853",,"164.179","-58.896","288.576","0.740549","3.53382e-9","2.96917e-10","2.54182","0.0981632","35.7102","Unassociated","Link","Link","Link"
"3FGL J1057.6-4051",,"164.409","-40.8616","280.791","17.0665","2.47478e-10","7.95171e-11","1.75663","0.220058","37.8729","Unassociated","Link","Link","Link"
"3FGL J1057.7-6624",,"164.436","-66.4034","291.887","-6.001","8.90124e-10","1.2065e-10","2.45956","0.100221","29.8981","Unassociated","Link","Link","Link"
"3FGL J1058.5-6106c",,"164.644","-61.1101","289.726","-1.16603","1.19347e-9","3.0705e-10","2.1576","0.159745","43.9925","Unassociated","Link","Link","Link"
"3FGL J1059.3+0224",,"164.845","2.4165","250.783","53.5366","6.04346e-10","1.0652e-10","2.35199","0.12411","52.376","Unassociated","Link","Link","Link"
"3FGL J1100.2-2044",,"165.055","-20.747","270.724","35.0757","2.87497e-10","7.26253e-11","2.41297","0.183179","48.1442","Unassociated","Link","Link","Link"
"3FGL J1101.3-6032",,"165.33","-60.5419","289.793","-0.510154","1.00201e-9","3.25647e-10","1.96626","0.160061","40.909","Unassociated","Link","Link","Link"
"3FGL J1103.3+5239",,"165.837","52.6624","153.788","57.501","2.30454e-10","5.26007e-11","2.61812","0.141952","65.1734","Unassociated","Link","Link","Link"
"3FGL J1104.3-7736c",,"166.079","-77.611","297.162","-15.9561","5.86853e-10","1.17921e-10","2.51296","0.104177","50.0934","Unassociated","Link","Link","Link"
"3FGL J1104.9-6036",,"166.248","-60.6091","290.233","-0.38909","5.66035e-9","4.38065e-10","2.55813","0.111273","43.0943","Unassociated","Link","Link","Link"
"3FGL J1105.7+4427",,"166.427","44.4563","166.686","62.6486","2.18623e-10","5.2678e-11","2.40569","0.168539","28.5201","Unassociated","Link","Link","Link"
"3FGL J1106.6-1744",,"166.661","-17.7399","270.465","38.437","3.54536e-10","7.922e-11","2.03226","0.129032","37.9151","Unassociated","Link","Link","Link"
"3FGL J1112.0-6135",,"168.017","-61.5842","291.398","-0.958031","4.99734e-9","3.85103e-10","2.65347","0.103034","55.7189","Unassociated","Link","Link","Link"
"3FGL J1112.1+0500",,"168.034","5.0098","251.588","57.6165","3.30091e-10","7.96233e-11","2.09324","0.165002","43.7514","Unassociated","Link","Link","Link"
"3FGL J1112.1+1034",,"168.039","10.5736","243.48","61.3704","2.54314e-10","6.3692e-11","2.48494","0.177923","41.7389","Unassociated","Link","Link","Link"
"3FGL J1113.1-4515",,"168.286","-45.2514","285.352","14.2387","3.51346e-10","8.54076e-11","2.32357","0.163299","40.7287","Unassociated","Link","Link","Link"
"3FGL J1115.0-0701",,"168.761","-7.0276","265.11","48.6364","6.21285e-10","8.93348e-11","2.10856","0.111131","86.8878","Unassociated","Link","Link","Link"
"3FGL J1116.7-4854",,"169.182","-48.9007","287.328","11.0803","4.34947e-10","9.27601e-11","2.45961","0.130648","63.299","Unassociated","Link","Link","Link"
"3FGL J1117.2-5338",,"169.307","-53.6485","289.136","6.68057","8.55241e-10","1.1509e-10","2.00267","0.102383","67.1729","Unassociated","Link","Link","Link"
"3FGL J1117.7+0217",,"169.439","2.2838","256.864","56.5313","3.75267e-10","7.76791e-11","2.15328","0.139657","55.4002","Unassociated","Link","Link","Link"
"3FGL J1119.8-2647",,"169.971","-26.7904","278.832","31.7611","2.79701e-10","7.59236e-11","1.83288","0.201406","54.0737","Unassociated","Link","Link","Link"
"3FGL J1119.9-2204",,"169.984","-22.0673","276.47","36.0588","2.69949e-9","1.66004e-10","1.81137","0.0942227","62.6218","Unassociated","Link","Link","Link"
"3FGL J1120.6+0713",,"170.172","7.2235","251.532","60.6852","1.09681e-9","1.23056e-10","2.02713","0.15244","69.9872","Unassociated","Link","Link","Link"
"3FGL J1123.3-2529",,"170.841","-25.4941","279.06","33.2625","3.86516e-10","7.72803e-11","2.28756","0.136471","44.8204","Unassociated","Link","Link","Link"
"3FGL J1123.6-4558",,"170.915","-45.9683","287.388","14.2374","3.68057e-10","8.92135e-11","2.19412","0.144536","32.0083","Unassociated","Link","Link","Link"
"3FGL J1125.1-5803",,"171.295","-58.0638","291.707","2.91554","4.16875e-10","1.59864e-10","1.87707","0.237234","37.8354","Unassociated","Link","Link","Link"
"3FGL J1126.8-5001",,"171.725","-50.0244","289.301","10.5966","5.43636e-10","9.64541e-11","2.426","0.108966","40.5933","Unassociated","Link","Link","Link"
"3FGL J1128.6-5434",,"172.161","-54.5792","291.037","6.36918","1.45719e-10","7.10291e-11","2.55541","0.228726","38.9745","Unassociated","Link","Link","Link"
"3FGL J1128.7-6232",,"172.194","-62.5351","293.563","-1.17661","2.42505e-9","3.65104e-10","2.70835","0.297034","45.181","Unassociated","Link","Link","Link"
"3FGL J1129.0+3758",,"172.253","37.9716","175.663","69.5961","6.99146e-10","9.40203e-11","2.28837","0.0980628","44.7509","Unassociated","Link","Link","Link"
"3FGL J1130.7-7800",,"172.682","-78.01","298.661","-15.8129","4.30587e-10","9.13615e-11","1.74026","0.139856","46.6432","Unassociated","Link","Link","Link"
"3FGL J1132.0-4736",,"173.012","-47.602","289.335","13.1627","4.04111e-10","8.33727e-11","2.11377","0.141116","31.8725","Unassociated","Link","Link","Link"
"3FGL J1139.0-6244",,"174.751","-62.7368","294.746","-1.02201","2.73443e-9","2.57897e-10","2.2746","0.0581816","29.4494","Unassociated","Link","Link","Link"
"3FGL J1142.1-6941",,"175.532","-69.6847","296.944","-7.6228","3.62028e-10","9.07975e-11","2.65947","0.156878","53.6821","Unassociated","Link","Link","Link"
"3FGL J1146.1-0640",,"176.547","-6.683","275.534","52.6828","3.39959e-10","8.01576e-11","1.92085","0.171866","33.6355","Unassociated","Link","Link","Link"
"3FGL J1149.1+2815",,"177.295","28.251","204.67","76.1819","2.33194e-10","6.24282e-11","2.58287","0.197095","46.1726","Unassociated","Link","Link","Link"
"3FGL J1150.7-4816",,"177.692","-48.283","292.623","13.3706","2.90827e-10","7.42247e-11","2.32959","0.153843","33.0158","Unassociated","Link","Link","Link"
"3FGL J1151.5+0957",,"177.884","9.9651","260.648","67.7741","2.71252e-10","6.90145e-11","2.22149","0.205444","43.059","Unassociated","Link","Link","Link"
"3FGL J1151.8-6108",,"177.955","-61.1438","295.801","0.899727","9.775e-10","1.7124e-10","2.43336","0.105055","47.829","Unassociated","Link","Link","Link"
"3FGL J1155.3-1112",,"178.827","-11.2029","281.53","49.3222","1.77951e-10","5.94518e-11","1.53449","0.195411","34.7216","Unassociated","Link","Link","Link"
"3FGL J1200.4+0202",,"180.111","2.0418","274.817","62.0972","5.13276e-10","8.11389e-11","2.03552","0.119165","55.7915","Unassociated","Link","Link","Link"
"3FGL J1200.9-1432",,"180.243","-14.5394","285.021","46.5698","3.19184e-10","7.95072e-11","2.25301","0.217988","54.3899","Unassociated","Link","Link","Link"
"3FGL J1203.9-1745",,"180.979","-17.7616","287.21","43.6546","3.26896e-10","7.32188e-11","2.16908","0.147827","48.0357","Unassociated","Link","Link","Link"
"3FGL J1205.9+3315",,"181.483","33.2548","178.232","78.4261","1.83836e-10","5.47061e-11","2.71446","0.194575","42.4956","Unassociated","Link","Link","Link"
"3FGL J1206.4-7123",,"181.624","-71.3975","299.326","-8.84114","4.42821e-10","9.23286e-11","2.68032","0.112684","43.3099","Unassociated","Link","Link","Link"
"3FGL J1208.0-6901",,"182.01","-69.0258","299.044","-6.48232","5.18759e-10","1.01699e-10","2.48382","0.114569","38.1109","Unassociated","Link","Link","Link"
"3FGL J1208.4-6239",,"182.12","-62.6612","298.023","-0.199699","5.85265e-9","4.50451e-10","2.38798","0.096732","64.4402","Unassociated","Link","Link","Link"
"3FGL J1209.9+7607",,"182.477","76.1245","126.202","40.7391","2.90089e-10","5.35201e-11","2.39796","0.137392","41.2663","Unassociated","Link","Link","Link"
"3FGL J1210.1-2742",,"182.546","-27.7143","291.876","34.2702","4.32528e-10","8.59911e-11","2.59315","0.126496","88.2029","Unassociated","Link","Link","Link"
"3FGL J1211.8+6413",,"182.973","64.2238","129.955","52.362","1.68331e-10","4.45978e-11","2.43365","0.201985","37.7273","Unassociated","Link","Link","Link"
"3FGL J1213.9-4412",,"183.486","-44.2155","295.877","18.142","6.37581e-10","9.76587e-11","2.26936","0.100295","48.0967","Unassociated","Link","Link","Link"
"3FGL J1214.4-2315",,"183.602","-23.2625","291.998","38.8218","4.09189e-10","8.45371e-11","2.38258","0.154408","37.7795","Unassociated","Link","Link","Link"
"3FGL J1215.9-1926",,"183.992","-19.4354","291.534","42.65","3.19435e-10","7.86727e-11","2.41429","0.172002","33.2294","Unassociated","Link","Link","Link"
"3FGL J1216.6-0557",,"184.161","-5.9646","287.389","55.8535","3.15883e-10","8.254e-11","2.483","0.165412","54.7041","Unassociated","Link","Link","Link"
"3FGL J1220.0-2502",,"185.011","-25.0436","293.988","37.2823","3.08698e-10","7.79395e-11","2.25266","0.195694","51.5486","Unassociated","Link","Link","Link"
"3FGL J1220.1-3715",,"185.048","-37.2544","296.066","25.2004","4.25215e-10","8.04157e-11","2.04681","0.138372","41.962","Unassociated","Link","Link","Link"
"3FGL J1220.3+6055",,"185.091","60.9288","129.641","55.7929","1.57093e-10","4.37584e-11","2.5171","0.211568","49.5443","Unassociated","Link","Link","Link"
"3FGL J1221.5-0632",,"185.378","-6.55","289.713","55.5518","8.0591e-10","9.91043e-11","2.24979","0.0898458","52.5408","Unassociated","Link","Link","Link"
"3FGL J1222.7+7952",,"185.683","79.8668","124.513","37.1733","1.83259e-10","6.09565e-11","1.73726","0.207056","46.816","Unassociated","Link","Link","Link"
"3FGL J1223.0-5622",,"185.752","-56.3765","298.98","6.2769","4.39613e-10","1.03317e-10","2.7758","0.119701","43.2348","Unassociated","Link","Link","Link"
"3FGL J1223.2+1215",,"185.804","12.2618","277.57","73.7279","3.1699e-10","7.39686e-11","2.21314","0.158859","39.2903","Unassociated","Link","Link","Link"
"3FGL J1223.3+0818",,"185.84","8.3131","282.182","70.0456","3.62845e-10","7.37241e-11","1.98484","0.15931","40.2772","Unassociated","Link","Link","Link"
"3FGL J1225.4-3448",,"186.356","-34.807","296.9","27.7599","1.92488e-10","7.07509e-11","1.7597","0.244618","33.9225","Unassociated","Link","Link","Link"
"3FGL J1225.9+2953",,"186.496","29.8902","185.152","83.7648","1.42261e-9","1.29921e-10","1.9405","0.111252","58.0426","Unassociated","Link","Link","Link"
"3FGL J1228.4-0317",,"187.111","-3.2954","291.714","59.0746","3.92413e-10","8.21349e-11","2.27196","0.166062","51.582","Unassociated","Link","Link","Link"
"3FGL J1231.6-5113",,"187.902","-51.221","299.766","11.5288","8.1708e-10","1.23329e-10","2.27626","0.132297","46.8032","Unassociated","Link","Link","Link"
"3FGL J1231.6+4825",,"187.908","48.4179","131.87","68.3653","3.149e-10","6.48226e-11","2.51515","0.133287","44.3826","Unassociated","Link","Link","Link"
"3FGL J1231.7-6513",,"187.926","-65.2228","300.865","-2.43033","1.30992e-9","1.66357e-10","2.42438","0.0714343","48.111","Unassociated","Link","Link","Link"
"3FGL J1232.3+1701",,"188.085","17.023","278.347","78.9721","3.16707e-10","7.10758e-11","1.83717","0.166067","41.1149","Unassociated","Link","Link","Link"
"3FGL J1232.5-3720",,"188.137","-37.3419","298.778","25.3774","3.40843e-10","7.99939e-11","1.92471","0.195779","56.4994","Unassociated","Link","Link","Link"
"3FGL J1232.8+1332",,"188.219","13.5347","284.323","75.7315","2.77407e-10","7.33181e-11","2.67062","0.152428","50.8902","Unassociated","Link","Link","Link"
"3FGL J1234.7-0437",,"188.697","-4.6215","295.087","57.9964","2.07993e-10","8.12235e-11","1.64911","0.275116","47.6745","Unassociated","Link","Link","Link"
"3FGL J1236.5-6154",,"189.128","-61.9043","301.176","0.916498","8.85275e-10","1.96931e-10","2.36754","0.137159","53.5551","Unassociated","Link","Link","Link"
"3FGL J1236.6-7050",,"189.157","-70.8464","301.706","-8.00995","5.26007e-10","1.07592e-10","2.20771","0.139066","51.6892","Unassociated","Link","Link","Link"
"3FGL J1239.1-1158",,"189.799","-11.9776","298.194","50.7814","1.94757e-10","6.25723e-11","3.06671","0.160345","49.8249","Unassociated","Link","Link","Link"
"3FGL J1240.3-7149",,"190.077","-71.8258","302.054","-8.97308","9.0537e-10","1.25353e-10","1.96476","0.103","70.1031","Unassociated","Link","Link","Link"
"3FGL J1244.2-6227",,"191.059","-62.4533","302.1","0.406762","1.48284e-9","2.45149e-10","2.32393","0.0944387","40.8953","Unassociated","Link","Link","Link"
"3FGL J1244.3-5515",,"191.085","-55.2568","301.912","7.60084","5.54469e-10","1.10908e-10","2.62009","0.112889","46.2344","Unassociated","Link","Link","Link"
"3FGL J1249.1-2808",,"192.293","-28.1436","302.325","34.7254","5.26886e-10","8.68403e-11","2.06667","0.126508","49.835","Unassociated","Link","Link","Link"
"3FGL J1249.5-0546",,"192.382","-5.7794","302.057","57.0891","4.00363e-10","8.36417e-11","2.41291","0.157287","52.5939","Unassociated","Link","Link","Link"
"3FGL J1250.2-0233",,"192.568","-2.5638","302.344","60.3066","9.25646e-11","5.21477e-11","1.09753","0.297504","26.468","Unassociated","Link","Link","Link"
"3FGL J1251.0-4943",,"192.773","-49.7314","302.875","13.1403","5.40545e-10","9.74351e-11","2.03018","0.139869","36.26","Unassociated","Link","Link","Link"
"3FGL J1256.1-5703",,"194.045","-57.0504","303.58","5.81533","5.84133e-10","1.13631e-10","2.6925","0.104299","51.0752","Unassociated","Link","Link","Link"
"3FGL J1257.0-6338",,"194.253","-63.6356","303.551","-0.7706","1.85853e-9","2.43239e-10","2.24334","0.0872274","115.521","Unassociated","Link","Link","Link"
"3FGL J1258.4+2123",,"194.618","21.386","318.906","84.0382","2.36298e-10","6.65759e-11","2.6437","0.239581","43.3125","Unassociated","Link","Link","Link"
"3FGL J1259.3-8151",,"194.835","-81.8606","303.228","-18.9934","4.5849e-10","8.88265e-11","2.43892","0.130046","43.911","Unassociated","Link","Link","Link"
"3FGL J1259.5-3231",,"194.886","-32.5187","304.912","30.3218","4.05754e-10","9.45269e-11","2.71416","0.127533","61.5873","Unassociated","Link","Link","Link"
"3FGL J1301.5+3333",,"195.394","33.5615","104.781","83.2058","3.89391e-10","6.76923e-11","2.39717","0.121493","62.9575","Unassociated","Link","Link","Link"
"3FGL J1304.6+1200",,"196.171","12.0064","315.189","74.5619","3.55935e-10","7.86587e-11","2.37322","0.143787","52.6441","Unassociated","Link","Link","Link"
"3FGL J1306.4-6043",,"196.615","-60.7317","304.768","2.08643","5.5165e-9","3.05815e-10","1.95605","0.0738954","35.6882","Unassociated","Link","Link","Link"
"3FGL J1306.8-4031",,"196.725","-40.5328","306.105","22.2436","9.49593e-10","1.08627e-10","2.54067","0.0688742","43.7785","Unassociated","Link","Link","Link"
"3FGL J1308.7-5738",,"197.199","-57.6394","305.263","5.15373","5.07881e-10","1.1528e-10","2.67855","0.137687","33.824","Unassociated","Link","Link","Link"
"3FGL J1309.0+0347",,"197.258","3.7909","313.902","66.2871","2.54584e-10","6.65953e-11","2.08547","0.18862","42.9368","Unassociated","Link","Link","Link"
"3FGL J1311.8-6230",,"197.968","-62.5072","305.288","0.270976","2.62428e-9","3.05263e-10","2.45843","0.0710412","46.188","Unassociated","Link","Link","Link"
"3FGL J1312.3+8513",,"198.091","85.225","122.42","31.8825","2.58658e-10","6.10875e-11","2.5684","0.160968","28.95","Unassociated","Link","Link","Link"
"3FGL J1315.7-0732",,"198.947","-7.5485","313.448","54.8252","8.35297e-10","9.93815e-11","2.01919","0.0895421","72.4805","Unassociated","Link","Link","Link"
"3FGL J1316.2-6446",,"199.063","-64.7696","305.574","-2.02526","1.04702e-9","1.82953e-10","2.78864","0.0940418","106.085","Unassociated","Link","Link","Link"
"3FGL J1317.6-6315",,"199.403","-63.2598","305.872","-0.537575","4.04015e-9","3.5795e-10","2.48743","0.105026","50.5337","Unassociated","Link","Link","Link"
"3FGL J1323.2-3901",,"200.81","-39.0247","309.658","23.4313","4.15062e-10","8.81569e-11","2.52263","0.144586","35.5372","Unassociated","Link","Link","Link"
"3FGL J1325.2-5411",,"201.314","-54.1859","307.921","8.35787","7.51849e-10","1.23495e-10","2.47465","0.101433","31.6868","Unassociated","Link","Link","Link"
"3FGL J1326.2-4651",,"201.559","-46.8521","309.098","15.6026","4.15878e-10","1.04481e-10","2.69463","0.13373","40.9453","Unassociated","Link","Link","Link"
"3FGL J1329.1-0536",,"202.299","-5.6081","319.91","56.0139","5.05579e-10","1.00945e-10","2.35159","0.172758","50.6296","Unassociated","Link","Link","Link"
"3FGL J1329.8-6109",,"202.468","-61.162","307.551","1.36453","2.5257e-9","2.57491e-10","2.10632","0.139578","55.6627","Unassociated","Link","Link","Link"
"3FGL J1330.4+5641",,"202.612","56.688","112.329","59.63","1.08641e-10","4.32589e-11","2.99556","0.218797","50.0902","Unassociated","Link","Link","Link"
"3FGL J1333.8-4417",,"203.454","-44.2886","310.884","17.9278","3.94521e-10","9.27019e-11","2.68652","0.148155","47.8085","Unassociated","Link","Link","Link"
"3FGL J1334.3-4152",,"203.587","-41.8685","311.431","20.2939","2.54638e-10","1.04093e-10","2.00637","0.327667","38.4986","Unassociated","Link","Link","Link"
"3FGL J1335.1-5655",,"203.783","-56.9237","308.895","5.44125","1.03374e-9","1.44366e-10","2.338","0.100369","66.1925","Unassociated","Link","Link","Link"
"3FGL J1335.2-4056",,"203.808","-40.9354","311.784","21.1823","5.36828e-10","1.00424e-10","2.67986","0.111359","50.4278","Unassociated","Link","Link","Link"
"3FGL J1342.4-6904",,"205.611","-69.0714","307.485","-6.65181","4.09018e-10","1.00532e-10","2.6378","0.169337","33.3065","Unassociated","Link","Link","Link"
"3FGL J1345.1+1949",,"206.3","19.8275","5.12284","75.6877","2.37271e-10","6.52801e-11","2.60263","0.184826","44.8479","Unassociated","Link","Link","Link"
"3FGL J1346.2-2608",,"206.57","-26.1397","318.01","35.1212","4.4915e-10","8.66453e-11","2.32576","0.123145","45.5214","Unassociated","Link","Link","Link"
"3FGL J1348.5-7150",,"207.142","-71.8391","307.404","-9.46513","3.76707e-10","9.89448e-11","2.63774","0.181231","58.1279","Unassociated","Link","Link","Link"
"3FGL J1348.5-5833",,"207.149","-58.5627","310.342","3.48422","6.48034e-10","1.41914e-10","2.79311","0.129074","48.2271","Unassociated","Link","Link","Link"
"3FGL J1350.4-6224",,"207.622","-62.412","309.71","-0.319898","4.71271e-9","4.74524e-10","2.16461","0.135255","58.2414","Unassociated","Link","Link","Link"
"3FGL J1351.1-2743",,"207.793","-27.7203","318.773","33.3073","3.51584e-10","7.7326e-11","2.38203","0.150518","48.9817","Unassociated","Link","Link","Link"
"3FGL J1351.8-1524",,"207.96","-15.4066","323.742","45.0106","2.94646e-10","7.63584e-11","2.40042","0.199214","53.0379","Unassociated","Link","Link","Link"
"3FGL J1358.5-6025",,"209.643","-60.4298","311.127","1.36926","4.09856e-9","3.39517e-10","2.35733","0.0796713","53.1618","Unassociated","Link","Link","Link"
"3FGL J1400.2-2413",,"210.067","-24.2317","322.416","36.0222","5.16845e-10","9.21999e-11","2.15665","0.116916","50.2302","Unassociated","Link","Link","Link"
"3FGL J1402.7-3240",,"210.69","-32.6667","319.882","27.8467","3.09898e-10","7.72377e-11","2.44305","0.158517","45.6362","Unassociated","Link","Link","Link"
"3FGL J1403.1+1304",,"210.796","13.0796","356.532","68.1186","2.61596e-10","6.64866e-11","2.26571","0.177277","46.8128","Unassociated","Link","Link","Link"
"3FGL J1404.3-5241",,"211.077","-52.6981","313.979","8.60348","5.4631e-10","1.18145e-10","2.35157","0.126604","54.9656","Unassociated","Link","Link","Link"
"3FGL J1404.7-5844",,"211.191","-58.7395","312.337","2.78682","6.41271e-10","2.13638e-10","2.04168","0.265073","39.2054","Unassociated","Link","Link","Link"
"3FGL J1405.4-6119",,"211.356","-61.3168","311.691","0.290368","1.22732e-8","5.85779e-10","2.45504","0.0580618","43.9349","Unassociated","Link","Link","Link"
"3FGL J1408.0-2924",,"212.008","-29.4047","322.316","30.5678","3.71062e-10","7.69618e-11","2.68591","0.108541","43.1368","Unassociated","Link","Link","Link"
"3FGL J1409.2-3743",,"212.303","-37.7216","319.508","22.6339","3.35977e-10","8.63223e-11","2.69887","0.147856","43.5636","Unassociated","Link","Link","Link"
"3FGL J1410.9+7406",,"212.742","74.1073","115.745","41.8928","6.69552e-10","6.7618e-11","2.1646","0.0867908","43.4871","Unassociated","Link","Link","Link"
"3FGL J1411.1+3717",,"212.796","37.2995","69.106","70.3658","2.30792e-10","5.58707e-11","2.47798","0.178274","41.1855","Unassociated","Link","Link","Link"
"3FGL J1411.4-0724",,"212.855","-7.4143","335.071","50.399","2.65719e-10","8.63173e-11","1.89791","0.207688","37.256","Unassociated","Link","Link","Link"
"3FGL J1411.8-5743",,"212.974","-57.7172","313.536","3.48845","8.48352e-10","1.70699e-10","2.54296","0.211417","43.0132","Unassociated","Link","Link","Link"
"3FGL J1412.3-6635",,"213.093","-66.5974","310.858","-4.97919","1.13921e-9","1.70904e-10","2.41015","0.189901","47.8699","Unassociated","Link","Link","Link"
"3FGL J1417.5-4402",,"214.377","-44.0427","318.864","16.1502","9.65095e-10","1.10735e-10","2.36881","0.0822121","54.9807","Unassociated","Link","Link","Link"
"3FGL J1417.7-5026",,"214.43","-50.4396","316.692","10.1127","6.05405e-10","1.12102e-10","2.48552","0.129409","40.8397","Unassociated","Link","Link","Link"
"3FGL J1419.1-5534",,"214.784","-55.5769","315.169","5.19736","6.91317e-10","1.3117e-10","2.81627","0.100809","55.2315","Unassociated","Link","Link","Link"
"3FGL J1420.9-4615",,"215.243","-46.2549","318.668","13.8632","4.03902e-10","9.72501e-11","2.701","0.153751","41.2466","Unassociated","Link","Link","Link"
"3FGL J1421.0-2431",,"215.26","-24.528","327.655","34.0058","4.09234e-10","8.54063e-11","2.20057","0.131575","44.1593","Unassociated","Link","Link","Link"
"3FGL J1421.8-7920",,"215.466","-79.3476","307.199","-17.2327","3.76263e-10","8.72698e-11","2.14359","0.135794","43.546","Unassociated","Link","Link","Link"
"3FGL J1424.3-1753",,"216.094","-17.886","332.12","39.6606","5.02306e-10","8.9224e-11","2.17352","0.132932","49.3603","Unassociated","Link","Link","Link"
"3FGL J1427.2+1610",,"216.808","16.1739","11.591","65.2562","1.46027e-10","5.60027e-11","3.01041","0.19957","49.6004","Unassociated","Link","Link","Link"
"3FGL J1430.8-4434",,"217.713","-44.5687","320.973","14.7925","6.17459e-10","9.89991e-11","2.35016","0.121707","48.0121","Unassociated","Link","Link","Link"
"3FGL J1431.1-6425",,"217.796","-64.4228","313.441","-3.60572","6.24368e-10","1.3859e-10","2.59135","0.122114","63.5337","Unassociated","Link","Link","Link"
