"Source Name","Association","RA","Dec","Gal l","Gal b","Flux 1-100 GeV(photons cm-2s-1)","+/-","Spectral Index","+/-","Variability Index","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J1742.4-7237",,"265.622","-72.618","320.713","-20.8777","1.4989e-10","5.74223e-11","3.04775","0.193806","43.088","Unassociated","Link","Link","Link"
"3FGL J1742.6-3321",,"265.665","-33.3562","355.902","-1.77465","4.9087e-9","3.91726e-10","2.36175","0.111041","48.2438","Unassociated","Link","Link","Link"
"3FGL J1743.9-1310",,"265.993","-13.1788","13.3359","8.4799","7.05327e-10","1.49498e-10","2.23752","0.129179","47.8949","Unassociated","Link","Link","Link"
"3FGL J1744.1-7619",,"266.045","-76.3286","317.105","-22.4711","3.85193e-9","2.00442e-10","1.76862","0.0830525","51.7288","Unassociated","Link","Link","Link"
"3FGL J1744.5-2506",,"266.136","-25.1003","3.14869","2.20542","1.84404e-9","2.64148e-10","2.63551","0.0812423","41.6016","Unassociated","Link","Link","Link"
"3FGL J1744.7-3043",,"266.18","-30.7195","358.377","-0.764054","2.97955e-9","4.54495e-10","2.3626","0.083989","58.4995","Unassociated","Link","Link","Link"
"3FGL J1744.7-2252",,"266.181","-22.8695","5.07639","3.33278","1.01198e-9","2.02884e-10","2.57293","0.20203","50.4673","Unassociated","Link","Link","Link"
"3FGL J1744.8-1557",,"266.215","-15.9588","11.0344","6.87593","7.33879e-10","1.52772e-10","2.43483","0.126945","32.9636","Unassociated","Link","Link","Link"
"3FGL J1745.3-2903c",,"266.343","-29.063","359.864","-0.0200713","3.87453e-8","2.01038e-9","2.36721","0.0604964","48.418","Unassociated","Link","Link","Link"
"3FGL J1745.4+4721",,"266.373","47.3506","74.0421","30.4306","3.18217e-10","7.10231e-11","2.55812","0.138537","64.5185","Unassociated","Link","Link","Link"
"3FGL J1746.6+0433",,"266.652","4.5595","29.5771","16.4909","4.85501e-10","1.15557e-10","2.54368","0.159463","39.8605","Unassociated","Link","Link","Link"
"3FGL J1747.0-3506",,"266.756","-35.1072","354.877","-3.45678","1.51573e-9","1.96664e-10","2.66693","0.0716472","64.4895","Unassociated","Link","Link","Link"
"3FGL J1747.0-2828",,"266.775","-28.4819","0.557163","-0.0413273","1.91369e-8","1.11082e-9","2.04548","0.0707174","90.6134","Unassociated","Link","Link","Link"
"3FGL J1747.3+0324",,"266.846","3.4129","28.6062","15.7965","7.26668e-10","1.29245e-10","2.354","0.133969","40.256","Unassociated","Link","Link","Link"
"3FGL J1747.7-2904",,"266.943","-29.0748","0.126161","-0.474288","5.61773e-9","8.04529e-10","2.51544","0.0760632","65.3449","Unassociated","Link","Link","Link"
"3FGL J1748.0+2701",,"267.015","27.022","51.8343","25.0639","3.22024e-10","7.32662e-11","2.27761","0.162781","41.6703","Unassociated","Link","Link","Link"
"3FGL J1748.3-2815c",,"267.092","-28.2589","0.892563","-0.165144","8.19921e-9","8.58717e-10","2.27191","0.154331","34.0601","Unassociated","Link","Link","Link"
"3FGL J1748.5-3912",,"267.131","-39.2063","351.498","-5.81388","1.33654e-9","1.70768e-10","2.30353","0.0863637","52.0015","Unassociated","Link","Link","Link"
"3FGL J1749.2-2911",,"267.315","-29.1929","0.192589","-0.813579","7.60728e-9","7.08229e-10","2.57249","0.127682","41.7748","Unassociated","Link","Link","Link"
"3FGL J1749.6-3133",,"267.422","-31.5524","358.215","-2.10506","2.29711e-9","3.72429e-10","2.57913","0.220175","70.8504","Unassociated","Link","Link","Link"
"3FGL J1749.7-0305",,"267.448","-3.0865","22.9795","12.2172","9.4723e-10","1.57223e-10","2.42517","0.118012","47.4177","Unassociated","Link","Link","Link"
"3FGL J1750.9-2220",,"267.743","-22.3448","6.27047","2.36764","9.26215e-10","2.0289e-10","2.45528","0.159868","43.9136","Unassociated","Link","Link","Link"
"3FGL J1753.6-4447",,"268.404","-44.793","347.085","-9.41642","1.43428e-9","1.66477e-10","2.1658","0.126404","41.0342","Unassociated","Link","Link","Link"
"3FGL J1754.0-2930",,"268.5","-29.5059","0.450601","-1.86201","4.11389e-9","3.69584e-10","2.62175","0.1042","59.6729","Unassociated","Link","Link","Link"
"3FGL J1754.0-2538",,"268.508","-25.6486","3.78108","0.0848964","7.66923e-9","5.81877e-10","2.15051","0.0938453","66.8921","Unassociated","Link","Link","Link"
"3FGL J1754.0-3321",,"268.518","-33.3634","357.124","-3.82173","1.14384e-9","1.88727e-10","2.41162","0.0983366","64.6527","Unassociated","Link","Link","Link"
"3FGL J1757.7-6030",,"269.428","-60.5062","333.011","-17.1646","6.43581e-10","1.14916e-10","1.50358","0.315167","45.1601","Unassociated","Link","Link","Link"
"3FGL J1757.8-3126",,"269.47","-31.4458","359.19","-3.55792","1.17313e-9","1.99712e-10","2.41952","0.100919","38.5426","Unassociated","Link","Link","Link"
"3FGL J1758.8-2402",,"269.705","-24.0367","5.7203","-0.0433893","2.28619e-9","5.26545e-10","1.99366","0.103947","54.8305","Unassociated","Link","Link","Link"
"3FGL J1758.8-2346",,"269.707","-23.7833","5.94095","0.0812187","3.30046e-9","5.66172e-10","2.07992","0.0842924","41.7986","Unassociated","Link","Link","Link"
"3FGL J1758.8-4108",,"269.713","-41.1362","350.793","-8.48309","6.68475e-10","1.23418e-10","2.10344","0.118644","52.318","Unassociated","Link","Link","Link"
"3FGL J1759.2-3848",,"269.814","-38.8107","352.887","-7.42665","7.65115e-10","1.41225e-10","2.23629","0.11887","32.4604","Unassociated","Link","Link","Link"
"3FGL J1759.6-2141",,"269.91","-21.6919","7.84775","0.960734","1.6146e-9","3.12842e-10","2.28663","0.112775","37.284","Unassociated","Link","Link","Link"
"3FGL J1800.0-2955",,"270.023","-29.9262","0.748363","-3.21712","1.04088e-9","1.92971e-10","2.66319","0.102598","53.0528","Unassociated","Link","Link","Link"
"3FGL J1800.8-2402",,"270.222","-24.0351","5.95639","-0.451986","1.02879e-8","7.6995e-10","2.33867","0.087678","46.6499","Unassociated","Link","Link","Link"
"3FGL J1801.5-7825",,"270.388","-78.4243","315.325","-24.0883","4.18191e-10","8.82444e-11","2.75486","0.118727","88.8961","Unassociated","Link","Link","Link"
"3FGL J1801.6-2213",,"270.4","-22.2198","7.61471","0.304489","1.46201e-9","4.10108e-10","1.96764","0.147488","40.0773","Unassociated","Link","Link","Link"
"3FGL J1802.4-3043",,"270.614","-30.7242","0.303816","-4.05385","9.71004e-10","1.86922e-10","2.11069","0.121968","37.902","Unassociated","Link","Link","Link"
"3FGL J1803.1-2728",,"270.786","-27.467","3.22112","-2.58747","1.16197e-9","2.03624e-10","2.33597","0.109146","57.2705","Unassociated","Link","Link","Link"
"3FGL J1803.3-6706",,"270.843","-67.116","326.868","-20.3679","7.11788e-10","9.02875e-11","2.21632","0.0882078","42.9973","Unassociated","Link","Link","Link"
"3FGL J1804.1+2532",,"271.039","25.5427","51.6642","21.1678","3.26947e-10","7.51869e-11","2.71365","0.120882","53.6929","Unassociated","Link","Link","Link"
"3FGL J1804.5-0850",,"271.13","-8.8421","19.6497","6.23899","9.51879e-10","1.94152e-10","2.74942","0.117536","55.4391","Unassociated","Link","Link","Link"
"3FGL J1805.9+3407",,"271.479","34.1247","60.5617","23.652","2.7634e-10","7.01633e-11","2.59909","0.159496","57.441","Unassociated","Link","Link","Link"
"3FGL J1806.2+2744",,"271.555","27.749","54.0557","21.512","3.19456e-10","7.84375e-11","2.47189","0.138306","43.2201","Unassociated","Link","Link","Link"
"3FGL J1806.7-2451",,"271.681","-24.8551","5.89454","-2.01169","9.57762e-10","2.50827e-10","2.20893","0.140632","41.685","Unassociated","Link","Link","Link"
"3FGL J1806.8+5346",,"271.724","53.7806","81.8915","27.997","2.78939e-10","6.28702e-11","2.56227","0.137907","67.1574","Unassociated","Link","Link","Link"
"3FGL J1808.3-3357",,"272.097","-33.9632","358.06","-6.71324","1.46136e-9","1.92859e-10","2.22998","0.180586","50.8853","Unassociated","Link","Link","Link"
"3FGL J1808.4-3519",,"272.101","-35.3291","356.85","-7.36263","5.98118e-10","1.2455e-10","2.30896","0.124247","28.4385","Unassociated","Link","Link","Link"
"3FGL J1808.4-3703",,"272.124","-37.0507","355.325","-8.18848","5.12305e-10","1.13989e-10","2.19095","0.136915","36.7478","Unassociated","Link","Link","Link"
"3FGL J1809.0+3517",,"272.273","35.2852","61.9837","23.3824","3.19148e-10","6.88834e-11","2.4414","0.170035","38","Unassociated","Link","Link","Link"
"3FGL J1809.2-2725",,"272.315","-27.4281","3.91561","-3.75485","8.05768e-10","1.70733e-10","2.30889","0.130421","37.4891","Unassociated","Link","Link","Link"
"3FGL J1809.2-2016c",,"272.324","-20.2822","10.1821","-0.311468","2.59621e-9","4.94977e-10","2.32576","0.0994627","42.1483","Unassociated","Link","Link","Link"
"3FGL J1810.7+5335",,"272.683","53.5885","81.7767","27.4063","2.49842e-10","6.54789e-11","1.78026","0.177593","41.3675","Unassociated","Link","Link","Link"
"3FGL J1810.8-2412",,"272.715","-24.2124","6.91294","-2.52456","1.76374e-9","3.07009e-10","2.32382","0.0952222","62.0271","Unassociated","Link","Link","Link"
"3FGL J1813.6-6845",,"273.413","-68.7634","325.573","-21.8461","3.27235e-10","7.71047e-11","2.37804","0.137618","45.3926","Unassociated","Link","Link","Link"
"3FGL J1813.6+2820",,"273.421","28.3364","55.2613","20.1752","3.67968e-10","8.1078e-11","2.2068","0.156122","38.8114","Unassociated","Link","Link","Link"
"3FGL J1813.6-1148",,"273.423","-11.8084","18.1223","2.83767","1.18063e-9","1.94754e-10","2.87415","0.14466","31.6663","Unassociated","Link","Link","Link"
"3FGL J1814.0-1757c",,"273.514","-17.9612","12.7574","-0.17963","2.7532e-9","5.9023e-10","2.18123","0.115227","50.0729","Unassociated","Link","Link","Link"
"3FGL J1814.1-1734c",,"273.545","-17.5817","13.1048","-0.0240542","5.25323e-9","5.95061e-10","2.54654","0.0514158","56.9055","Unassociated","Link","Link","Link"
"3FGL J1815.1+5919",,"273.794","59.3263","88.279","27.6275","2.65659e-10","5.82948e-11","2.69093","0.122741","46.776","Unassociated","Link","Link","Link"
"3FGL J1816.0-6407",,"274.002","-64.1333","330.337","-20.5189","5.72556e-10","8.6677e-11","2.54177","0.0899279","51.2455","Unassociated","Link","Link","Link"
"3FGL J1816.2-2726",,"274.059","-27.4461","4.63704","-5.12512","1.01372e-9","1.5859e-10","2.4225","0.0999032","48.1297","Unassociated","Link","Link","Link"
"3FGL J1816.5-1145",,"274.126","-11.7646","18.4884","2.2532","1.63738e-9","2.811e-10","2.48066","0.125808","48.2821","Unassociated","Link","Link","Link"
"3FGL J1817.3-3033",,"274.342","-30.5522","1.99051","-6.79285","5.48234e-10","1.33085e-10","2.18274","0.158708","56.7414","Unassociated","Link","Link","Link"
"3FGL J1817.7+2530",,"274.434","25.5046","52.8165","18.3023","3.30667e-10","8.41732e-11","2.58917","0.140015","51.8212","Unassociated","Link","Link","Link"
"3FGL J1818.5+1320",,"274.633","13.3374","41.3098","13.2441","3.93358e-10","9.71953e-11","2.00759","0.159463","37.0668","Unassociated","Link","Link","Link"
"3FGL J1819.5-2045c",,"274.876","-20.7664","10.8975","-2.64199","1.02341e-9","2.02386e-10","2.45585","0.135504","50.9372","Unassociated","Link","Link","Link"
"3FGL J1819.5-1345",,"274.897","-13.7625","17.0837","0.645638","2.86883e-9","3.86589e-10","2.47761","0.0866049","77.8145","Unassociated","Link","Link","Link"
"3FGL J1820.3-1529c",,"275.1","-15.4891","15.6542","-0.342442","2.3765e-9","5.33389e-10","2.33067","0.143427","45.0385","Unassociated","Link","Link","Link"
"3FGL J1820.4-3217",,"275.103","-32.286","0.736952","-8.16505","7.63333e-10","1.34884e-10","2.34393","0.101777","46.2388","Unassociated","Link","Link","Link"
"3FGL J1821.6-1436c",,"275.417","-14.6123","16.5719","-0.199766","3.6907e-9","5.00912e-10","2.29064","0.0884312","47.7381","Unassociated","Link","Link","Link"
"3FGL J1821.9+6636",,"275.477","66.6006","96.5359","27.6389","2.93839e-10","5.89393e-11","2.04082","0.179179","32.8638","Unassociated","Link","Link","Link"
"3FGL J1823.2-4722",,"275.805","-47.3805","347.058","-15.1612","4.33809e-10","9.00565e-11","2.0415","0.135042","36.0204","Unassociated","Link","Link","Link"
"3FGL J1823.2-1339",,"275.82","-13.6513","17.6041","-0.0938797","1.15419e-8","7.42833e-10","2.22142","0.0615579","47.5418","Unassociated","Link","Link","Link"
"3FGL J1824.2-5427",,"276.052","-54.4517","340.315","-18.0392","3.97289e-10","8.29769e-11","2.20598","0.150312","45.2181","Unassociated","Link","Link","Link"
"3FGL J1824.3-0620",,"276.099","-6.3395","24.1986","3.08268","1.8706e-9","2.23433e-10","2.24364","0.0944987","42.0519","Unassociated","Link","Link","Link"
"3FGL J1827.3-1446",,"276.834","-14.7672","17.076","-1.4838","5.33595e-9","7.40817e-10","2.47929","0.228151","40.0007","Unassociated","Link","Link","Link"
"3FGL J1827.6-0846",,"276.908","-8.7706","22.4185","1.24159","2.39586e-9","3.05913e-10","2.36221","0.0791001","51.6241","Unassociated","Link","Link","Link"
"3FGL J1827.7+1141",,"276.925","11.6971","40.7816","10.5178","6.78575e-10","1.1865e-10","2.11203","0.107616","38.6014","Unassociated","Link","Link","Link"
"3FGL J1829.2+3229",,"277.306","32.4977","60.6441","18.5189","4.28201e-10","8.44094e-11","2.28546","0.122469","48.5961","Unassociated","Link","Link","Link"
"3FGL J1829.2+2731",,"277.313","27.5254","55.7976","16.6788","5.2827e-10","9.12243e-11","2.62003","0.0943957","56.747","Unassociated","Link","Link","Link"
"3FGL J1829.2-1504",,"277.321","-15.0827","17.0148","-2.04703","5.56976e-10","2.99161e-10","1.60578","0.295216","33.4946","Unassociated","Link","Link","Link"
"3FGL J1829.3-0135c",,"277.332","-1.5902","28.9883","4.18789","1.28831e-9","2.71718e-10","2.41128","0.147865","40.2711","Unassociated","Link","Link","Link"
"3FGL J1829.9-0203c",,"277.488","-2.0541","28.647","3.8364","1.76687e-9","3.39887e-10","2.38569","0.127668","35.9734","Unassociated","Link","Link","Link"
"3FGL J1830.7-1630",,"277.698","-16.5143","15.9115","-3.03005","2.21369e-9","2.24528e-10","2.43908","0.0749118","49.0083","Unassociated","Link","Link","Link"
"3FGL J1830.8-3136",,"277.711","-31.6027","2.35401","-9.84161","5.94473e-10","1.20249e-10","2.18783","0.12876","40.8711","Unassociated","Link","Link","Link"
"3FGL J1831.6-6503",,"277.919","-65.0656","329.953","-22.4061","6.67482e-10","1.109e-10","1.95853","0.298343","35.3304","Unassociated","Link","Link","Link"
"3FGL J1831.7-0230",,"277.942","-2.5007","28.4585","3.22842","2.78819e-9","3.73439e-10","2.85462","0.160434","31.105","Unassociated","Link","Link","Link"
"3FGL J1831.7-0157c",,"277.948","-1.9614","28.9409","3.47119","1.74935e-9","3.34975e-10","2.53959","0.14818","38.1796","Unassociated","Link","Link","Link"
"3FGL J1834.8-0630c",,"278.713","-6.5107","25.2497","0.701046","1.88348e-9","4.59249e-10","2.21212","0.132741","36.0238","Unassociated","Link","Link","Link"
"3FGL J1837.3-2403",,"279.33","-24.0596","9.84691","-7.80929","6.60686e-10","1.35494e-10","2.40139","0.138346","43.7303","Unassociated","Link","Link","Link"
"3FGL J1837.6-0717",,"279.402","-7.2968","24.8665","-0.268587","2.392e-9","6.18631e-10","2.03746","0.130135","41.262","Unassociated","Link","Link","Link"
"3FGL J1838.1+3827",,"279.55","38.4634","67.219","18.8964","2.95288e-10","7.16855e-11","2.72497","0.138502","45.8698","Unassociated","Link","Link","Link"
"3FGL J1838.9-0646",,"279.728","-6.7756","25.4779","-0.316485","2.616e-9","5.06675e-10","1.92165","0.10482","50.1588","Unassociated","Link","Link","Link"
"3FGL J1839.3-0552",,"279.848","-5.8816","26.3271","-0.0126149","1.49466e-8","1.107e-9","2.54955","0.0875367","37.4343","Unassociated","Link","Link","Link"
"3FGL J1839.9+7646",,"280","76.7829","108.082","27.0043","2.0939e-10","5.59478e-11","2.55293","0.161364","40.4331","Unassociated","Link","Link","Link"
"3FGL J1840.5+6116",,"280.13","61.2831","91.0002","24.8513","2.88763e-10","6.88499e-11","2.73224","0.143471","52.6161","Unassociated","Link","Link","Link"
"3FGL J1842.2+2742",,"280.563","27.7026","57.1313","14.0961","6.98531e-10","1.04954e-10","2.13337","0.0980261","38.6989","Unassociated","Link","Link","Link"
"3FGL J1843.0-0359c",,"280.762","-3.9892","28.4262","0.0443549","4.97163e-9","7.42767e-10","2.5439","0.196137","55.2742","Unassociated","Link","Link","Link"
"3FGL J1843.7-0322",,"280.928","-3.3772","29.0465","0.176198","8.07985e-9","7.99403e-10","2.73362","0.111139","70.6258","Unassociated","Link","Link","Link"
"3FGL J1844.3-0344",,"281.1","-3.7468","28.7959","-0.144925","5.97836e-9","9.15053e-10","2.28252","0.19657","44.7829","Unassociated","Link","Link","Link"
"3FGL J1844.7-1224",,"281.182","-12.4132","21.1094","-4.16213","8.62019e-10","1.76549e-10","2.27791","0.208823","52.435","Unassociated","Link","Link","Link"
"3FGL J1845.5-2524",,"281.387","-25.4096","9.44062","-10.0788","1.07462e-9","1.44577e-10","2.28183","0.0881427","40.447","Unassociated","Link","Link","Link"
"3FGL J1848.4-0141",,"282.118","-1.6927","31.088","-0.112647","1.28802e-8","7.72198e-10","2.58508","0.0695055","52.6313","Unassociated","Link","Link","Link"
"3FGL J1848.6+3232",,"282.157","32.5445","62.2862","14.7434","2.35804e-9","2.25897e-10","2.44609","0.112385","193.281","Unassociated","Link","Link","Link"
"3FGL J1849.5-0124c",,"282.397","-1.4132","31.4635","-0.232665","2.85642e-9","6.09119e-10","2.28363","0.11002","36.7469","Unassociated","Link","Link","Link"
"3FGL J1850.5-0024",,"282.632","-0.4049","32.4683","0.017484","4.27146e-9","4.81744e-10","2.41948","0.0631479","64.2684","Unassociated","Link","Link","Link"
"3FGL J1851.2+0423",,"282.805","4.391","36.817","2.04907","8.08779e-10","1.92296e-10","2.67135","0.20148","49.3507","Unassociated","Link","Link","Link"
"3FGL J1852.8+0158",,"283.209","1.9722","34.847","0.587905","5.28156e-9","4.55386e-10","2.54727","0.0481656","54.5154","Unassociated","Link","Link","Link"
"3FGL J1855.4+0454",,"283.856","4.9116","37.7582","1.35281","2.92424e-9","3.40552e-10","2.54277","0.0694631","38.603","Unassociated","Link","Link","Link"
"3FGL J1855.6+0753",,"283.911","7.8834","40.4305","2.65749","2.00597e-9","2.57314e-10","2.60183","0.073321","30.9946","Unassociated","Link","Link","Link"
"3FGL J1856.1-1217",,"284.032","-12.2999","22.4648","-6.60018","9.00817e-10","1.47038e-10","2.5889","0.112701","50.8762","Unassociated","Link","Link","Link"
"3FGL J1857.0-7341",,"284.253","-73.6866","321.193","-26.3406","2.6897e-10","6.52168e-11","2.90404","0.127297","50.09","Unassociated","Link","Link","Link"
"3FGL J1857.2+0059",,"284.31","0.9863","34.4715","-0.840735","7.49216e-9","8.65828e-10","2.26306","0.132193","57.1358","Unassociated","Link","Link","Link"
"3FGL J1857.8+0129c",,"284.471","1.4978","35.0004","-0.751106","2.54229e-9","5.90623e-10","2.34269","0.109689","41.475","Unassociated","Link","Link","Link"
"3FGL J1857.9+0355",,"284.489","3.9278","37.1704","0.342893","5.06294e-9","5.75059e-10","2.68718","0.171227","55.5807","Unassociated","Link","Link","Link"
"3FGL J1857.9+0210",,"284.49","2.1704","35.6075","-0.460905","8.23248e-9","6.07408e-10","2.59176","0.0989953","50.6174","Unassociated","Link","Link","Link"
"3FGL J1857.9+7319",,"284.49","73.3266","104.415","25.4386","2.71737e-10","5.70035e-11","2.6442","0.124047","36.9936","Unassociated","Link","Link","Link"
"3FGL J1857.9+5549",,"284.5","55.8252","85.8776","21.2805","2.0804e-10","7.35992e-11","2.96116","0.179373","36.6812","Unassociated","Link","Link","Link"
"3FGL J1858.0-5423",,"284.501","-54.3915","342.04","-22.6789","3.94054e-10","8.36927e-11","2.11926","0.134958","38.7518","Unassociated","Link","Link","Link"
"3FGL J1859.6+0102",,"284.915","1.0354","34.7917","-1.35715","4.04096e-9","5.16603e-10","2.66497","0.179718","68.6145","Unassociated","Link","Link","Link"
"3FGL J1900.3+0411c",,"285.098","4.1925","37.6833","-0.0762138","2.3113e-9","4.85525e-10","2.22173","0.121108","41.2568","Unassociated","Link","Link","Link"
"3FGL J1900.8+0337",,"285.205","3.623","37.2258","-0.431874","2.66772e-9","4.5013e-10","2.61279","0.168303","45.868","Unassociated","Link","Link","Link"
"3FGL J1901.1+0728",,"285.296","7.4756","40.6934","1.24973","3.1727e-9","3.95573e-10","2.73747","0.18842","55.3403","Unassociated","Link","Link","Link"
"3FGL J1901.5-0126",,"285.399","-1.4481","32.801","-2.92079","2.11494e-9","2.18009e-10","2.61821","0.0605432","60.366","Unassociated","Link","Link","Link"
"3FGL J1902.3-3702c",,"285.579","-37.0426","359.877","-17.9628","5.37012e-10","1.17905e-10","2.3165","0.11812","41.3831","Unassociated","Link","Link","Link"
"3FGL J1902.6+0655",,"285.657","6.9318","40.3738","0.682192","1.90029e-9","3.66255e-10","2.23074","0.115458","32.6306","Unassociated","Link","Link","Link"
"3FGL J1903.9+0052",,"285.998","0.8696","35.139","-2.39596","9.05929e-10","2.4294e-10","2.14412","0.200999","48.2659","Unassociated","Link","Link","Link"
"3FGL J1904.7-0708",,"286.198","-7.1382","28.0713","-6.20541","1.3022e-9","1.63632e-10","2.58703","0.0802983","57.9929","Unassociated","Link","Link","Link"
"3FGL J1904.9+0818",,"286.243","8.306","41.8615","0.795874","1.40254e-9","3.05542e-10","2.29699","0.133345","48.0778","Unassociated","Link","Link","Link"
"3FGL J1906.6+0720",,"286.671","7.3339","41.1929","-0.0275518","1.29223e-8","5.99052e-10","2.35656","0.051557","41.7046","Unassociated","Link","Link","Link"
"3FGL J1908.9+1022",,"287.228","10.3749","44.1458","0.884116","1.65508e-9","2.74824e-10","2.58536","0.0895079","40.6448","Unassociated","Link","Link","Link"
"3FGL J1911.1-5318",,"287.795","-53.3026","343.716","-24.2908","3.14739e-10","7.67861e-11","2.45256","0.136821","39.495","Unassociated","Link","Link","Link"
"3FGL J1911.7+0307",,"287.931","3.1301","38.0369","-3.07622","1.16813e-9","1.82956e-10","2.32222","0.115627","52.9448","Unassociated","Link","Link","Link"
"3FGL J1912.7+4610",,"288.178","46.1721","77.1667","15.7729","3.06338e-10","6.99648e-11","2.38747","0.152647","43.503","Unassociated","Link","Link","Link"
"3FGL J1915.2+0954",,"288.802","9.9084","44.4497","-0.705393","1.59589e-9","3.54714e-10","2.60776","0.223875","52.03","Unassociated","Link","Link","Link"
"3FGL J1917.1-3024",,"289.289","-30.4166","7.55149","-18.4695","8.81362e-10","1.17189e-10","2.23692","0.0957743","46.0742","Unassociated","Link","Link","Link"
"3FGL J1919.0+0452",,"289.761","4.8739","40.4314","-3.88849","7.30301e-10","1.63255e-10","2.59627","0.133222","43.5851","Unassociated","Link","Link","Link"
"3FGL J1919.9+1407",,"289.981","14.1179","48.7101","0.241802","4.3683e-9","4.52126e-10","2.69451","0.148815","67.7297","Unassociated","Link","Link","Link"
"3FGL J1921.2+1506",,"290.308","15.1095","49.7341","0.428319","1.83086e-9","3.4076e-10","2.56969","0.190788","45.339","Unassociated","Link","Link","Link"
"3FGL J1921.6+1934",,"290.407","19.5813","53.7275","2.44596","7.97911e-10","1.79931e-10","2.49358","0.13157","42.2367","Unassociated","Link","Link","Link"
"3FGL J1922.2+2313",,"290.565","23.226","57.0221","4.02272","2.66383e-10","1.11705e-10","1.62484","0.231223","43.6272","Unassociated","Link","Link","Link"
"3FGL J1923.2-7452",,"290.82","-74.8817","319.973","-28.187","6.89079e-10","8.74464e-11","2.21858","0.101212","50.8263","Unassociated","Link","Link","Link"
"3FGL J1924.8-1034",,"291.209","-10.5818","27.1583","-12.1683","1.09029e-9","1.35648e-10","2.34309","0.0847273","48.6223","Unassociated","Link","Link","Link"
"3FGL J1925.4+1605",,"291.353","16.0962","51.0797","0.0065745","2.79314e-9","3.36539e-10","2.38318","0.0718836","36.1846","Unassociated","Link","Link","Link"
"3FGL J1925.4+1727",,"291.373","17.4632","52.2919","0.638702","3.79119e-9","4.31027e-10","2.24623","0.207931","47.3306","Unassociated","Link","Link","Link"
"3FGL J1925.8-7826",,"291.451","-78.4377","315.935","-28.2539","4.93764e-10","9.4577e-11","2.5088","0.117999","40.8778","Unassociated","Link","Link","Link"
"3FGL J1928.4+1838",,"292.113","18.6336","53.6562","0.577399","1.63196e-9","2.74043e-10","2.4156","0.107287","41.6641","Unassociated","Link","Link","Link"
"3FGL J1928.9+1739",,"292.237","17.6567","52.8543","0.00711651","3.48357e-9","4.25192e-10","2.63327","0.186215","47.8644","Unassociated","Link","Link","Link"
"3FGL J1931.1+1659",,"292.779","16.9912","52.5187","-0.766291","1.59469e-9","2.92481e-10","2.3732","0.0964358","52.072","Unassociated","Link","Link","Link"
"3FGL J1934.2+6002",,"293.55","60.0399","91.8265","18.216","3.26699e-10","6.33001e-11","2.14035","0.165802","35.6751","Unassociated","Link","Link","Link"
"3FGL J1935.2-7924c",,"293.803","-79.4077","314.799","-28.6378","5.41341e-10","9.73031e-11","2.56061","0.103226","45.2657","Unassociated","Link","Link","Link"
"3FGL J1936.6-4215",,"294.164","-42.266","356.664","-25.8358","3.33558e-10","8.28039e-11","2.30819","0.148861","32.9004","Unassociated","Link","Link","Link"
"3FGL J1943.8+2518",,"295.971","25.3031","61.2224","0.70882","1.31807e-9","2.16252e-10","2.35312","0.10403","40.4817","Unassociated","Link","Link","Link"
"3FGL J1944.0-0535",,"296","-5.5906","33.9058","-14.2287","4.30836e-10","1.03973e-10","2.34605","0.196617","51.197","Unassociated","Link","Link","Link"
"3FGL J1944.1+3919",,"296.039","39.3246","73.4823","7.58421","5.14736e-10","9.80763e-11","2.18446","0.132584","55.2993","Unassociated","Link","Link","Link"
"3FGL J1944.8+4300",,"296.222","43.0047","76.8071","9.24122","3.21708e-10","8.65548e-11","2.01613","0.192065","39.7463","Unassociated","Link","Link","Link"
"3FGL J1945.3+7329",,"296.344","73.49","105.563","22.2226","2.68056e-10","6.59918e-11","2.54314","0.136737","37.4927","Unassociated","Link","Link","Link"
"3FGL J1946.4-5403",,"296.614","-54.057","343.888","-29.563","1.72263e-9","1.39318e-10","1.89631","0.107107","39.6856","Unassociated","Link","Link","Link"
"3FGL J1947.4-1121",,"296.857","-11.3544","28.8989","-17.5081","5.48395e-10","1.10307e-10","2.27799","0.119555","41.419","Unassociated","Link","Link","Link"
"3FGL J1947.9-0743",,"296.979","-7.7198","32.3764","-16.045","5.7855e-10","1.11576e-10","2.39025","0.122671","52.9288","Unassociated","Link","Link","Link"
"3FGL J1948.1-7059",,"297.037","-70.9887","324.353","-30.1404","2.51708e-10","6.57312e-11","2.58052","0.176424","35.7221","Unassociated","Link","Link","Link"
"3FGL J1949.3+2433",,"297.329","24.565","61.2039","-0.726966","2.36601e-9","3.20724e-10","2.77319","0.253867","42.17","Unassociated","Link","Link","Link"
"3FGL J1949.5-1454",,"297.394","-14.9142","25.7138","-19.463","5.5659e-10","1.07587e-10","2.31946","0.110824","50.9827","Unassociated","Link","Link","Link"
"3FGL J1949.6+2355",,"297.41","23.925","60.6897","-1.11518","9.99721e-10","2.17727e-10","2.29429","0.128499","30.0333","Unassociated","Link","Link","Link"
"3FGL J1949.7-8109",,"297.438","-81.1644","312.719","-29.0113","5.27725e-10","1.01722e-10","2.32542","0.121333","59.4129","Unassociated","Link","Link","Link"
"3FGL J1950.2+1215",,"297.559","12.2551","50.6501","-7.11748","9.29154e-10","1.32662e-10","2.62603","0.0782143","50.1427","Unassociated","Link","Link","Link"
